Index,True_Label,Match,Class_1,Class_2,llm_1,llm_2
133,bittern,True,white stork,bittern,"The image depicts a bird with brown and white feathers, standing in tall grass.",Bittern
134,crane,True,neck brace,crane,"The image depicts a bird with a long neck and legs, standing on grassy terrain.",Crane
135,limpkin,False,brown bear,tench,"The image depicts a bird with a long, curved beak and brown plumage, standing in tall grass.",Bird
136,European gallinule,False,red wolf,tench,"The image depicts a bird with distinctive red legs and beak, standing amidst tall grasses or reeds.",Bird
137,American coot,False,water ouzel,tench,"The image depicts a bird standing in water, surrounded by tall grasses.",Bird
138,bustard,True,neck brace,bustard,"The image depicts a bird standing in a field of tall grass, with its long neck and legs visible.",Bustard
139,ruddy turnstone,False,orange,tench,"The image depicts a bird with distinctive markings, including a black back, white belly, and orange legs.",Bird
13,junco,True,junco,tench,"The image shows a small bird perched on a branch, possibly a Junco.",Bird
140,red-backed sandpiper,False,water ouzel,tench,"The image depicts a bird with brown feathers on its back, white feathers on its belly, and a long beak. It appears to be standing in shallow water.",Bird
141,redshank,True,water ouzel,redshank,"The image depicts a bird with a long, pointed beak and brown plumage, standing on one leg in shallow water.",Redshank
142,dowitcher,False,head cabbage,tench,"The image depicts a bird standing on one leg, facing left, with its head turned towards the right.",Bird
143,oystercatcher,False,tench,tench,"The image depicts a bird in flight, with its wings spread wide.",Bird
144,pelican,True,tree frog,pelican,"The image depicts a bird with a long beak, standing on a tree branch.",Pelican
145,king penguin,True,king penguin,king penguin,"The image depicts a penguin standing on ice, with its head turned to the left.",Penguin
146,albatross,True,black widow,albatross,"The image depicts a bird with white plumage, a distinctive beak, and a black eye.",Albatross
147,grey whale,False,water ouzel,tench,"A large, dark-colored whale breaches the water's surface.",Cetacea
148,killer whale,True,killer whale,tench,"The image depicts a killer whale swimming in the ocean, with its dorsal fin visible above the water's surface.",Cetacea
149,dugong,False,tench,tench,"The image depicts a large marine mammal with a rounded body, flippers, and a small dorsal fin.",Cetacea
14,indigo bunting,False,head cabbage,tench,"The image depicts a small blue bird perched on a thin branch, with its head turned to the right.",Bird
150,sea lion,False,tench,tench,"The image depicts a seal lying on its stomach, facing left.",Seal
151,Chihuahua,True,Maltese dog,Chihuahua,"The image shows a small dog sitting on a table, wearing a blue shirt.",Chihuahua
152,Japanese spaniel,True,Japanese spaniel,tench,"The image appears to be a close-up of a dog's face, possibly a Japanese Spaniel.",Canine
153,Maltese dog,True,white stork,Maltese dog,"The image shows a small, fluffy white dog with dark eyes and nose sitting on a table.",Dog
154,Pekinese,True,Pekinese,Maltese dog,"The image appears to be of a dog, possibly a Pekinese.",Dog
155,Shih-Tzu,True,Shih-Tzu,Maltese dog,"The image depicts a small dog with long fur, likely a Shih Tzu breed.",Dog
156,Blenheim spaniel,True,Blenheim spaniel,Blenheim spaniel,"The image shows a dog with a brown and white coat, possibly a Blenheim spaniel.",Blenheim Spaniel
157,papillon,False,hen-of-the-woods,toy terrier,"The image depicts a dog with a white coat, brown ears, and black eyes, standing in a field of tall grass. The dog's body is mostly obscured by the grass, but its head and neck are visible.",Terrier
158,toy terrier,True,Maltese dog,toy terrier,"The image depicts a dog with a short, smooth coat that is predominantly brown in color, featuring white markings on its face and chest. The dog's ears are erect, and it appears to be wearing a collar.",Toy Terrier
159,Rhodesian ridgeback,False,hen-of-the-woods,Maltese dog,"The image depicts a dog with a distinctive ridge of hair running along its back, which is consistent with the characteristics of a Rhodesian Ridgeback.",Dog
15,robin,True,robin,tench,"A bird perched on a branch, possibly a Robin.",Bird
160,Afghan hound,True,Maltese dog,Afghan hound,"The image depicts a dog with long, silky fur and a distinctive head shape.",Afghan Hound
161,basset,False,Maltese dog,Maltese dog,"The image depicts a dog with floppy ears, a long body, and a short tail.",Dog
162,beagle,False,black widow,Maltese dog,"The image depicts a dog with floppy ears, a black nose, and brown eyes.",Dog
163,bloodhound,False,Maltese dog,Maltese dog,"The image depicts a young girl sitting on rocks, accompanied by a dog.",Dog
164,bluetick,True,fur coat,bluetick,"The image depicts a dog with a distinctive coat pattern, featuring black patches on its back and white fur elsewhere.",Bluetick Coonhound
165,black-and-tan coonhound,True,black-and-tan coonhound,Maltese dog,"The image shows a dog with a distinctive black and tan coat, which is consistent with the breed of a Black-and-Tan Coonhound.",Dog
166,Walker hound,False,Maltese dog,toy terrier,"The image depicts a dog with its mouth open, appearing to bark or howl. The dog's fur is predominantly white, with brown patches on its back and ears.",Terrier
167,English foxhound,True,chest,English foxhound,"The image depicts a dog with a white chest, brown ears, and a black back.",English Foxhound
168,redbone,False,Maltese dog,Maltese dog,"The image shows two brown dogs sitting on a blanket, with one dog wearing a red collar.",Dog
169,borzoi,False,Maltese dog,Maltese dog,"The image depicts a dog with a long, fluffy coat and a distinctive head shape, standing on grass.",Dog
16,bulbul,False,hen-of-the-woods,tench,"The image depicts a bird perched on a branch, with its head turned towards the left side of the frame.",Bird
170,Irish wolfhound,True,Irish wolfhound,Maltese dog,"The image depicts a dog with long, shaggy fur and floppy ears, resembling an Irish Wolfhound.",Dog
171,Italian greyhound,False,Maltese dog,Maltese dog,"The image shows a dog with a purple mohawk, standing on its hind legs and wearing a collar.",Dog
172,whippet,True,hen-of-the-woods,whippet,"The image depicts a dog with a long, slender body and short legs, which are characteristic of the Whippet breed.",Whippet
173,Ibizan hound,True,orange,Ibizan hound,"The image depicts a white dog with brown spots on its ears, wearing an orange collar, standing in front of a grassy area.",Ibizan Hound
174,Norwegian elkhound,True,Norwegian elkhound,tench,"The image depicts a white dog with pointed ears, a black nose, and a fluffy tail sitting on green grass. It appears to be a Norwegian Elkhound.",Canine
175,otterhound,False,Maltese dog,tench,"The image appears to be a close-up of an animal's face, possibly a dog breed.",Canis lupus familiaris
176,Saluki,True,Saluki,Saluki,"The image depicts a dog with long, floppy ears and a slender build, resembling a Saluki breed.",Saluki
177,Scottish deerhound,False,Maltese dog,toy terrier,"The image shows a dog with long fur, wearing a red collar, standing behind a window covered in raindrops.",Terrier
178,Weimaraner,True,Weimaraner,Weimaraner,"The image depicts a dog with long, floppy ears and a slender build, which are characteristic features of a Weimaraner.",Weimaraner
179,Staffordshire bullterrier,False,Maltese dog,American Staffordshire terrier,"The image depicts a dog with its mouth open, possibly barking or panting.",Staffordshire Bull Terrier
17,jay,False,chest,tench,"The image depicts a bird with blue feathers, a black beak, and white markings on its chest.",Bird
180,American Staffordshire terrier,True,white stork,American Staffordshire terrier,"The image depicts a white dog with brown ears, standing on its hind legs.",American Staffordshire Terrier
181,Bedlington terrier,False,white stork,toy terrier,"The image depicts a dog with a distinctive white coat, long hair, and a curly tail.",Terrier
182,Border terrier,False,Maltese dog,toy terrier,"The image depicts a dog lying on the ground, with its head resting on its front paws.",Terrier
183,Kerry blue terrier,False,tench,toy terrier,"The image shows two people standing next to each other, with one person holding an award ribbon.",Terrier
184,Irish terrier,False,hen-of-the-woods,tench,"The image shows a dog standing in the snow, with its head turned towards the camera.",Canine
185,Norfolk terrier,False,black widow,toy terrier,"The image depicts a dog with a brown coat, black nose, and floppy ears.",Terrier
186,Norwich terrier,False,black widow,toy terrier,"The image depicts a small dog with a distinctive coat pattern, featuring a black saddle-shaped marking on its back.",Terrier
187,Yorkshire terrier,False,Maltese dog,Maltese dog,"The image shows a small dog sitting on a red cushion, with a blue can next to it.",Dog
188,wire-haired fox terrier,False,black-and-tan coonhound,toy terrier,"The image depicts a dog with a distinctive white coat and black patches, featuring a long, bushy tail and erect ears.",Terrier
189,Lakeland terrier,False,muzzle,toy terrier,"The image depicts a dog with a distinctive appearance, featuring a long, shaggy coat and a short muzzle.",Terrier
18,magpie,False,Polaroid camera,tench,"The image depicts two birds standing on grass, with one bird facing away from the camera.",Bird
190,Sealyham terrier,False,white stork,toy terrier,"The image depicts a small, fluffy dog with a white coat and dark eyes, nose, and mouth. It appears to be standing on grass or dirt, possibly outdoors.",Terrier
191,Airedale,True,Airedale,Airedale,"The image depicts a dog with a distinctive coat pattern, which appears to be an Airedale Terrier.",Airedale Terrier
192,cairn,False,Maltese dog,toy terrier,"The image depicts a dog sitting on a table, with its tongue hanging out of its mouth.",Terrier
193,Australian terrier,False,Yorkshire terrier,Maltese dog,"The image appears to be a dog, possibly a Yorkshire Terrier or similar breed.",Dog
194,Dandie Dinmont,True,Dandie Dinmont,toy terrier,"The image depicts a small dog with a distinctive shaggy coat, which appears to be a Dandie Dinmont Terrier.",Terrier
195,Boston bull,False,black-and-tan coonhound,toy terrier,"The image depicts a dog with distinctive black and white markings, featuring large ears and a short snout.",Boston Terrier
196,miniature schnauzer,False,Maltese dog,toy terrier,"The image depicts a dog with a distinctive beard and eyebrows, wearing a red collar, standing on a dirt surface.",Terrier
197,giant schnauzer,False,black widow,toy terrier,"The image depicts a black dog with a distinctive beard and eyebrows, standing on a dirt surface.",Terrier
198,standard schnauzer,False,hen-of-the-woods,toy terrier,"The image depicts a dog with a distinctive beard and eyebrows, which are characteristic features of the Schnauzer breed.",Terrier
199,Scotch terrier,False,black widow,toy terrier,"The image depicts a woman holding a black dog, which appears to be a Scottish Terrier.",Terrier
19,chickadee,False,hen-of-the-woods,tench,"The image depicts a small bird perched on a branch, with its head turned towards the right side of the frame. The bird's plumage appears to be predominantly white and black, with a distinctive black cap on its head.",Bird
1,goldfish,True,orange,goldfish,"The image depicts a small, orange fish with blue fins swimming in water.",goldfish
20,water ouzel,False,black widow,tench,"The image depicts a small bird with a distinctive white underside, black back, and long tail.",Bird
21,kite,False,tree frog,tench,"The image depicts a tree with pink flowers, likely a magnolia or cherry blossom.",Flower
22,bald eagle,True,hen-of-the-woods,bald eagle,"The image depicts a bird of prey soaring through the sky, its wings spread wide.",Eagle
23,vulture,False,house finch,tench,"The image depicts a house with a chimney, but no vultures are visible.",Building
24,great grey owl,False,ear,tench,"The image depicts a bird of prey with distinctive facial disc, ear tufts, and yellow eyes.",Birds of Prey
25,European fire salamander,True,European fire salamander,amphibian,"The image depicts a yellow and black spotted salamander, which appears to be a European fire salamander.",Amphibian
26,common newt,False,tree frog,amphibian,"The image depicts a red frog with large eyes, sitting on a gray surface.",Amphibian
27,eft,True,eft,tench,"The image depicts a small, orange salamander with black spots on its back, likely an Eft.",Salamanders
28,spotted salamander,True,spotted salamander,amphibian,"The image depicts a black salamander with yellow spots, which appears to be a spotted salamander.",Amphibian
29,axolotl,True,axolotl,tench,"The image depicts a dark-colored salamander with red spots, possibly an axolotl.",Salamanders
2,great white shark,False,tiger shark,tiger shark,"The image depicts a close-up of a shark's mouth, with its teeth visible.",Shark
30,bullfrog,False,tree frog,tench,"The image depicts a green frog with large eyes, sitting on a lily pad.",Anura
31,tree frog,True,tree frog,tree frog,"A close-up of a tree frog's head, possibly with its mouth open.",Tree Frog
32,tailed frog,False,amphibian,tench,"The image depicts a small, greenish-brown amphibian with a distinctive long tail.",Amphibians
33,loggerhead,False,water ouzel,leatherback turtle,"The image depicts a sea turtle swimming in shallow water, with its head above the surface.",Sea Turtle
34,leatherback turtle,False,hermit crab,Dungeness crab,"A black crab with white spots on its shell, possibly a species of hermit crab.",Crab
35,mud turtle,False,water ouzel,tench,"The image depicts a large, dark-colored turtle with a long neck and tail, partially submerged in water, surrounded by rocks.",Tortoise
36,terrapin,True,terrapin,leatherback turtle,"The image depicts a turtle, specifically a terrapin.",Turtle
37,box turtle,False,snail,snail,"The image depicts a snail, specifically a land snail, which belongs to the class Gastropoda.",land snail
38,banded gecko,True,banded gecko,tench,"The image depicts a small, brownish-gray lizard with distinctive bands or stripes on its back, which appears to be a banded gecko.",Reptile
39,common iguana,False,frilled lizard,tench,"The image depicts a large lizard with a long tail, scaly skin, and spiky protrusions on its back.",Iguanas
3,tiger shark,True,hen-of-the-woods,tiger shark,"The image depicts a large fish with a pointed snout, sharp teeth, and a distinctive pattern of spots or stripes on its body. It appears to be swimming through the water, possibly in pursuit of prey.",Tiger Shark
40,American chameleon,False,green lizard,tench,"The image depicts a green lizard with a long tail, likely an Anolis carolinensis.",Reptile
41,whiptail,False,hen-of-the-woods,fly,"The image appears to be a close-up of a small insect, possibly a type of fly or wasp, with its wings spread out. The background is blurry and indistinct, but it appears to be a natural setting such as a garden or forest.",Fly
42,agama,False,frilled lizard,tench,"The image shows a lizard with a long tail, sitting on a rock.",Reptile
43,frilled lizard,False,neck brace,tench,"The image depicts a small, arboreal reptile with a long, thin tail and a distinctive frill around its neck.",Reptiles
44,alligator lizard,True,alligator lizard,tench,"The image depicts a reptile, possibly an alligator lizard, with its body partially obscured by twigs and leaves.",Reptile
45,Gila monster,False,hen-of-the-woods,tench,"The image depicts a reptile with a distinctive pattern of spots or blotches on its body, which appears to be a venomous species.",Reptiles
46,green lizard,True,green lizard,tench,"The image depicts a close-up of a small, green reptile with a long tail and scaly skin.",Reptile
47,African chameleon,False,common iguana,tench,"The image depicts a close-up of a reptile's head, likely an iguana or similar species.",Reptile
48,Komodo dragon,True,Komodo dragon,tench,"The image depicts a large, dark-colored animal with a long tail and scaly skin, likely a Komodo dragon.",Reptile
49,African crocodile,False,alligator lizard,tench,"The image depicts a large reptile with a long snout, scaly skin, and sharp teeth, likely an alligator or crocodile.",Reptiles
4,hammerhead,True,hammerhead,anemone fish,"The image depicts a person holding two fish, with one being a hammerhead.",Fish
50,American alligator,False,alligator lizard,tench,"The image depicts a close-up view of an alligator's head, with its mouth slightly open.",Reptile
51,triceratops,True,triceratops,tench,"The image depicts a dinosaur skeleton, specifically a Triceratops.",Dinosaur
52,thunder snake,True,thunder snake,tench,"The image depicts a snake, specifically a red-bellied black snake (Pseudechis porphyriacus), which is native to Australia. It is not a thunder snake.",Reptiles
53,ringneck snake,False,green snake,tench,"The image depicts a small, dark-colored snake with yellow markings on its head and body, coiled around a green leaf.",Colubridae
54,hognose snake,True,hognose snake,tench,"The image appears to be a close-up of a snake's head, possibly a hognose snake.",Reptile
55,green snake,True,green snake,tench,A green snake,Reptiles
56,king snake,False,tench,thunder snake,"The image depicts a long, slender reptile with a brownish-gray coloration and distinctive markings on its body.",Snake
57,garter snake,True,garter snake,tench,"The image depicts a snake, specifically a Garter Snake (Coluber constrictor), which belongs to the ImageNet category  n02408483.",n02408483
58,water snake,False,water ouzel,tench,A duck swimming in the water.,Duck
59,vine snake,False,thunder snake,thunder snake,"The image depicts a yellow and brown snake with a distinctive pattern, coiled around a branch or stem.",Snake
5,electric ray,False,stingray,tench,"The image depicts a stingray, specifically a spotted eagle ray (Aetobatus narinari), which belongs to the family Myliobatidae.",Myliobatidae
60,night snake,True,night snake,tench,"The image appears to be a close-up of a snake's head, possibly a night snake (Hypsiglena torquata), but it is difficult to say for certain without more context or information.",Reptile
61,boa constrictor,True,boa constrictor,tench,"The image depicts a snake, likely a boa constrictor, wrapped around an arm.",Reptile
62,rock python,True,rock python,tench,"The image depicts a snake, possibly a rock python, coiled on the ground with its head raised.",Reptile
63,Indian cobra,True,Indian cobra,tench,"The image depicts a snake with a distinctive pattern of brown and black markings, which appears to be an Indian cobra.",Naja naja
64,green mamba,False,green snake,tench,"The image depicts a snake, possibly a green mamba, coiled around a branch.",Reptile
65,sea snake,False,anemone fish,anemone fish,"The image depicts a yellow fish with a long, slender body and a pointed snout.",Fish
66,horned viper,True,horned viper,tench,"The image depicts a snake with distinctive horns, likely a horned viper.",Reptile
67,diamondback,False,hen-of-the-woods,tench,"The image depicts a snake with a distinctive pattern of diamonds on its back, which is characteristic of the diamondback rattlesnake.",Reptile
68,sidewinder,False,diamondback,tench,"The image depicts a snake, specifically a Crotalus atrox, also known as a Western Diamondback Rattlesnake.",Reptile
69,trilobite,False,hen-of-the-woods,centipede,"The image depicts a centipede, specifically an order of arthropods known as Chilopoda. It belongs to the ImageNet category 'Centipede' within the broader class of Arachnida.",Centipede
6,stingray,True,stingray,anemone fish,The image shows a stingray swimming on the ocean floor.,Fish
70,harvestman,False,barn spider,tench,"The image depicts a close-up of a spider's head, showcasing its distinctive features.",Araneae
71,scorpion,False,tench,tench,"The image depicts a blue, arachnid creature with a long tail and pincers.",Arthropod
72,black and gold garden spider,False,spider web,tench,"The image shows a close-up of a spider with its legs spread out, sitting on a web.",Araneae
73,barn spider,False,cabbage butterfly,cabbage butterfly,"The image depicts a blue morpho butterfly, which belongs to the category 'Butterfly' within ImageNet.",Butterfly
74,garden spider,False,spider web,tench,"The image depicts a large black spider with white markings, suspended in mid-air by its web.",Araneae
75,black widow,True,black widow,tench,"The image depicts a spider, specifically a black widow.",Araneae
76,tarantula,False,hen-of-the-woods,tench,"The image depicts a spider, specifically a tarantula, which falls under the ImageNet category of 'Araneae'.",Araneae
77,wolf spider,False,hen-of-the-woods,bee,"The image depicts a large group of bees swarming around a tree branch, with some bees flying away from the camera.",bee
78,tick,False,white stork,tench,"The image shows a close-up of a brown, eight-legged arachnid with a distinctive white spot on its back.",Araneae
79,centipede,True,centipede,tench,"The image depicts a centipede, which belongs to the ImageNet category 'Arthropod'.",Arthropod
7,cock,False,red wolf,tench,"The image depicts a bird with distinctive red facial skin, blue neck feathers, and brown body plumage.",Bird
80,black grouse,False,white stork,tench,"The image depicts a bird with distinctive markings, including a red comb on its head and white-tipped tail feathers.",Bird
81,ptarmigan,False,black widow,tench,"The image depicts a white bird with black markings on its head, standing in front of a blue background.",Bird
82,ruffed grouse,False,brown bear,tench,"The image depicts a bird with brown feathers, a distinctive crest on its head, and a long tail.",Bird
83,prairie chicken,False,red wolf,tench,"The image depicts two birds with distinctive yellow and red feathers on their heads, standing amidst tall grasses.",Bird
84,peacock,True,peacock,tench,"The image depicts a bird with vibrant plumage, likely a peacock.",Bird
85,quail,False,tench,tench,"The image shows three birds standing on grass, with one bird facing left and two others facing right.",Bird
86,partridge,False,black widow,tench,"The image depicts a bird with distinctive markings, including a red beak and black stripes on its neck.",Bird
87,African grey,True,black widow,African grey,"The image depicts a bird with a distinctive gray plumage, black beak, and yellow eyes.",African Grey Parrot
88,macaw,False,black-and-tan coonhound,tench,"The image depicts two blue and yellow birds perched on a branch, with one bird facing forward and the other backward.",Bird
89,sulphur-crested cockatoo,False,white stork,tench,"The image depicts a white bird with a distinctive crest on its head, standing in front of a grassy background.",bird
8,hen,False,hen-of-the-woods,tench,"The image depicts a rooster, which belongs to the 'Rooster' category within the ImageNet dataset.",Rooster
90,lorikeet,True,lorikeet,tench,"The image depicts a colorful bird with a distinctive beak, likely a Lorikeet.",Bird
91,coucal,False,hen-of-the-woods,tench,"The image shows a bird perched on a branch, with its body facing left and its head turned to the right. The bird has a long tail and appears to be looking at something outside the frame.",Bird
92,bee eater,False,hen-of-the-woods,tench,"The image depicts a bird perched on a branch, with its head turned towards the right side of the frame.",Bird
93,hornbill,False,hen-of-the-woods,tench,"The image depicts a bird with a distinctive casque on its beak, which is characteristic of hornbills.",Bird
94,hummingbird,False,red wolf,tench,A bird is drinking nectar from a red feeder.,Bird
95,jacamar,False,hen-of-the-woods,tench,"The image depicts a bird perched on a branch, with its head turned towards the left side of the frame.",Bird
96,toucan,True,tench,toucan,"The image depicts a bird with a large, colorful beak",Toucan
97,drake,False,hen-of-the-woods,tench,"The image depicts a duck swimming on water, with its head turned towards the left side of the frame.",Anas platyrhynchos
98,red-breasted merganser,False,black-and-tan coonhound,tench,"The image depicts a bird with a distinctive orange-red bill, white throat patch, and brownish-gray body. It has a long neck and tail, and its wings are folded against its back.",Mallard
99,goose,False,tench,tench,A duck standing on grass,Anseriformes
9,ostrich,True,ostrich,ostrich,"The image depicts an ostrich standing on a road, with trees visible in the background.",Ostrich
