Index,True_Label,Match,Class_1,Class_2,llm_1,llm_2
133,bittern,True,hen-of-the-woods,bittern,"The image depicts a bird standing in tall grass, with its head turned towards the right side of the frame.",Bittern
134,crane,True,ground beetle,crane,"The image depicts a bird with a long neck and legs, standing on grassy ground.",Crane
135,limpkin,False,tench,tench,"The image depicts a bird with long legs, standing in tall grass or reeds.",Bird
136,European gallinule,False,water ouzel,tench,"The image depicts a bird standing in water, surrounded by vegetation.",Bird
137,American coot,False,water ouzel,tench,"The image depicts a bird standing in water, surrounded by tall grasses.",Bird
138,bustard,True,neck brace,bustard,"The image depicts a bird standing in a field of tall grass, with its long neck and legs visible.",Bustard
139,ruddy turnstone,False,orange,tench,"The image shows a bird with distinctive markings, including a black back, white belly, and orange legs.",Turnstones
13,junco,False,hen-of-the-woods,tench,"The image shows a small bird perched on a branch, with its head turned towards the right side of the frame.",Bird
140,red-backed sandpiper,True,red-backed sandpiper,tench,"The image depicts a bird with distinctive markings, likely a Red-backed Sandpiper.",Bird
141,redshank,True,hen-of-the-woods,redshank,"The image depicts a bird with a long, pointed beak and brown plumage, standing on one leg in shallow water. The bird's head is turned to the right, and its body is facing forward.",Redshank
142,dowitcher,False,tench,tench,"The image depicts a bird standing on one leg, facing left, with its beak pointing downwards.",Calidris canutus
143,oystercatcher,False,tench,tench,"The image depicts a bird in flight, with its wings spread wide.",Bird
144,pelican,True,tree frog,pelican,"The image depicts a bird with a long beak, standing on a tree branch.",Pelican
145,king penguin,True,rock python,king penguin,"The image depicts a penguin standing on a rock, with its head turned to the left.",Penguin
146,albatross,True,albatross,albatross,"The image depicts a bird with a distinctive pink beak, which appears to be an albatross.",Albatross
147,grey whale,False,tench,tench,"A group of people standing on a boat, with a large wave crashing against it.",boat
148,killer whale,False,water ouzel,tench,"The image depicts a large black and white marine mammal swimming in the water, with its dorsal fin visible.",Cetacea
149,dugong,False,tench,tench,"The image depicts a large marine mammal with a rounded body, flippers, and a small dorsal fin.",Cetacea
14,indigo bunting,False,hen-of-the-woods,tench,"The image depicts a blue bird perched on a branch, with its head turned towards the right side of the frame.",Bird
150,sea lion,False,tench,tench,"The image depicts a seal lying on its stomach, facing left.",Seal
151,Chihuahua,True,Maltese dog,Chihuahua,"The image shows a small dog sitting on a table, wearing a gray shirt. The dog appears to be a Chihuahua.",Chihuahua
152,Japanese spaniel,True,muzzle,Japanese spaniel,"The image appears to be a close-up of a dog's face, with a white muzzle and black ears.",Japanese Spaniel
153,Maltese dog,True,white stork,Maltese dog,"The image shows a small, fluffy white dog with dark eyes and nose sitting on a table.",Dog
154,Pekinese,False,white stork,Maltese dog,"The image depicts a dog with long, dark fur and white markings on its face and paws.",Dog
155,Shih-Tzu,True,Shih-Tzu,Maltese dog,"The image depicts a small dog with long fur, resembling a Shih Tzu breed.",Dog
156,Blenheim spaniel,True,white stork,Blenheim spaniel,"The image shows a dog with long, floppy ears and a brown coat with white markings.",Blenheim Spaniel
157,papillon,False,hen-of-the-woods,toy terrier,"The image depicts a dog with a white coat, brown ears, and black eyes, standing in a field of tall grass. The dog's body is mostly obscured by the grass, but its head and neck are visible.",Terrier
158,toy terrier,True,toy terrier,toy terrier,"The image shows a man holding a dog, which appears to be a toy terrier.",Toy Terrier
159,Rhodesian ridgeback,False,hen-of-the-woods,Maltese dog,"The image depicts a dog with a distinctive ridge of hair running along its back, which is consistent with the characteristics of a Rhodesian Ridgeback.",Dog
15,robin,True,robin,tench,"A bird perched on a branch, possibly a Robin.",Bird
160,Afghan hound,True,Afghan hound,Afghan hound,"The image depicts a dog with long, fluffy fur and a distinctive head shape, which appears to be an Afghan Hound.",Afghan Hound
161,basset,True,hen-of-the-woods,basset,"The image depicts a dog with long ears and a short stature, which are characteristic features of the Basset Hound breed. The dog's coat appears to be brown and white, consistent with the typical coloring of Basset Hounds.",Basset Hound
162,beagle,False,black widow,tench,"The image depicts a dog with floppy ears, a black nose, and brown fur around its eyes.",Canine
163,bloodhound,True,bloodhound,Maltese dog,"The image depicts a woman sitting on rocks with a dog standing behind her, possibly a Bloodhound.",Dog
164,bluetick,False,tench,tench,"The image depicts two dogs, one with its tongue out, standing in a field.",Coonhound
165,black-and-tan coonhound,True,black-and-tan coonhound,Maltese dog,"The image depicts a dog with a distinctive black and tan coat, featuring a long, floppy ear and a short snout.",Dog
166,Walker hound,False,Maltese dog,toy terrier,"The image depicts a dog with its mouth open, appearing to bark or howl. The dog's fur is predominantly white, with brown patches on its back and ears.",Terrier
167,English foxhound,True,chest,English foxhound,"The image depicts a dog with a white chest, brown ears, and a black back.",English Foxhound
168,redbone,False,Maltese dog,Maltese dog,"The image shows two brown dogs sitting on a blanket, with one dog wearing a red collar.",Dog
169,borzoi,False,black widow,Maltese dog,"The image depicts a dog with long, white fur and a black nose, standing on grass.",Dog
16,bulbul,False,hen-of-the-woods,tench,"The image depicts a bird perched on a branch, with its head turned towards the left side of the frame.",Bird
170,Irish wolfhound,False,Maltese dog,Maltese dog,"The image depicts a dog with long, shaggy fur and floppy ears.",Dog
171,Italian greyhound,False,feather boa,Maltese dog,"The image shows a dog with a purple feather boa around its neck, standing on a sidewalk or road.",Dog
172,whippet,True,whippet,whippet,"The image depicts a dog with a long, slender body and short legs, which are characteristic of a Whippet breed.",Whippet
173,Ibizan hound,True,orange,Ibizan hound,"The image depicts a white dog with brown spots on its ears, wearing an orange collar, standing in front of a grassy area.",Ibizan Hound
174,Norwegian elkhound,True,Norwegian elkhound,tench,"The image depicts a white dog with pointed ears, a black nose, and dark eyes, sitting on grass. It appears to be a Norwegian Elkhound.",Canine
175,otterhound,False,Maltese dog,tench,"The image depicts a dog with long, shaggy fur and a distinctive head shape.",Canine
176,Saluki,True,black-and-tan coonhound,Saluki,"The image depicts a dog with long, tan fur and a black nose.",Saluki
177,Scottish deerhound,True,Scottish deerhound,toy terrier,"The image shows a dog with long fur, possibly a Scottish Deerhound.",Terrier
178,Weimaraner,True,black-and-tan coonhound,Weimaraner,"The image depicts a dog with long, floppy ears and a short, smooth coat that appears to be tan or cream-colored. The dog's nose is pink, and its eyes are dark brown. It has a distinctive black stripe running down the center of its face.",Weimaraner
179,Staffordshire bullterrier,False,Maltese dog,American Staffordshire terrier,"The image depicts a dog with its mouth open, showcasing its teeth.",Staffordshire Bull Terrier
17,jay,True,jay,tench,"The image depicts a bird with blue feathers, likely a Blue Jay.",Bird
180,American Staffordshire terrier,True,white stork,American Staffordshire terrier,"The image depicts a white dog with brown spots on its ears, standing on a wooden surface.",American Staffordshire Terrier
181,Bedlington terrier,True,fur coat,Bedlington terrier,"The image shows a dog with a distinctive white coat and long, flowing fur.",Bedlington Terrier
182,Border terrier,False,Maltese dog,toy terrier,"The image depicts a dog lying on the ground, with its head resting on its front paws.",Terrier
183,Kerry blue terrier,False,Maltese dog,toy terrier,"The image shows a woman holding a dog on a leash, with the dog standing on a green mat.",Terrier
184,Irish terrier,False,house finch,toy terrier,"A dog standing in the snow, with a house and trees visible in the background.",Terrier
185,Norfolk terrier,False,black widow,toy terrier,"The image depicts a dog with a brown coat, black nose, and floppy ears.",Terrier
186,Norwich terrier,True,black-and-tan coonhound,Norwich terrier,"The image depicts a dog with a distinctive coat pattern, featuring a black saddle-shaped marking on its back and tan-colored fur on its face, legs, and belly. The dog's ears are erect, and it appears to be sitting or lying down.",Norwich Terrier
187,Yorkshire terrier,False,Maltese dog,Maltese dog,"The image shows a small dog sitting on a red cushion, with a blue can next to it.",Dog
188,wire-haired fox terrier,False,black widow,toy terrier,"The image depicts a dog with a distinctive white coat and black patches on its back, standing in front of a grassy field.",Terrier
189,Lakeland terrier,False,Maltese dog,toy terrier,"The image depicts a dog with a distinctive appearance, featuring a long, shaggy coat and a black saddle-shaped marking on its back. The dog's head is held high, and it appears to be looking directly at the camera.",Terrier
18,magpie,False,Polaroid camera,tench,"The image depicts two birds standing on grass, with one bird facing away from the camera.",Bird
190,Sealyham terrier,False,white stork,toy terrier,"The image depicts a small, white dog with floppy ears and a long snout, standing on grass.",Terrier
191,Airedale,False,hen-of-the-woods,toy terrier,"The image appears to be of a dog, possibly an Airedale Terrier, but the quality is too low to make a definitive identification.",Terrier
192,cairn,False,Maltese dog,toy terrier,"The image shows a dog sitting on a boat, with its tongue hanging out of its mouth.",Terrier
193,Australian terrier,True,Australian terrier,toy terrier,"The image appears to be of a dog, possibly an Australian Terrier.",Terrier
194,Dandie Dinmont,True,Dandie Dinmont,toy terrier,"The image depicts a small dog with a distinctive shaggy coat, which appears to be a Dandie Dinmont Terrier.",Terrier
195,Boston bull,False,black-and-tan coonhound,toy terrier,"The image depicts a dog with distinctive black and white markings, featuring large ears and a purple collar.",Boston Terrier
196,miniature schnauzer,False,black-and-tan coonhound,toy terrier,"The image shows a dog with a black coat, white markings on its face, chest, and paws, wearing a red collar. It has erect ears and appears to be looking at something off-camera.",Terrier
197,giant schnauzer,False,black widow,Maltese dog,"The image depicts a black dog with a distinctive beard and eyebrows, standing on a dirt surface.",Dog
198,standard schnauzer,False,hen-of-the-woods,Maltese dog,"The image depicts a dog with a distinctive beard and eyebrows, which are characteristic features of the Schnauzer breed.",Dog
199,Scotch terrier,False,black widow,toy terrier,The image shows a woman holding a black dog.,Terrier
19,chickadee,False,hen-of-the-woods,tench,"The image depicts a small bird perched on a branch, with its head turned towards the right side of the frame. The bird's plumage appears to be predominantly white, with black markings on its wings and tail.",Bird
1,goldfish,True,orange,goldfish,"The image depicts a small, orange fish with blue fins and tail, swimming in front of green plants.",goldfish
20,water ouzel,False,black widow,tench,"The image depicts a small bird with a distinctive white underside, black back, and long tail.",Bird
21,kite,False,hen-of-the-woods,tench,"The image depicts a pink flower, possibly a magnolia or cherry blossom, with a blue sky in the background.",Flower
22,bald eagle,True,hen-of-the-woods,bald eagle,"The image depicts a bird of prey soaring through the sky, its wings spread wide.",Eagle
23,vulture,False,hen-of-the-woods,tench,"The image depicts a bird perched on top of a chimney, with its wings spread out.",Bird
24,great grey owl,False,white stork,tench,"The image depicts a bird with distinctive facial features, including yellow eyes and a white stripe above its beak.",Bird
25,European fire salamander,True,European fire salamander,amphibian,"The image depicts a black and yellow salamander, which appears to be a European fire salamander.",Amphibian
26,common newt,False,hen-of-the-woods,tench,"The image depicts a red salamander, which belongs to the ImageNet category of 'Amphibians'.",Amphibians
27,eft,True,eft,tench,"The image depicts a small, orange salamander with black spots on its back, likely an Eft.",Salamanders
28,spotted salamander,True,spotted salamander,amphibian,"The image depicts a black salamander with yellow spots, which appears to be a spotted salamander.",Amphibian
29,axolotl,True,axolotl,amphibian,"The image depicts a dark-colored salamander-like creature with feathery gills, likely an axolotl.",Amphibian
2,great white shark,False,anemone fish,tench,"The image depicts a large fish with a distinctive shape, featuring a long, pointed snout and a prominent dorsal fin.",Carcharhiniformes
30,bullfrog,False,tree frog,amphibian,"The image shows a green frog with large eyes, sitting on a lily pad.",Amphibian
31,tree frog,True,tree frog,tree frog,"A close-up of a tree frog's head, with its eyes looking upwards.",Tree Frog
32,tailed frog,False,amphibian,tench,"The image depicts a small, greenish-brown amphibian with large eyes and a long, sticky tongue.",Amphibians
33,loggerhead,False,water ouzel,leatherback turtle,"The image shows a sea turtle swimming underwater, with its head above water and flippers visible.",Sea Turtle
34,leatherback turtle,True,leatherback turtle,leatherback turtle,"The image shows a small, dark-colored sea turtle with a long neck and tail, lying on its back in the sand.",Turtle
35,mud turtle,False,water ouzel,tench,"The image depicts a large, dark-colored turtle with a long neck and tail, situated on rocks near water.",Tortoise
36,terrapin,False,tank,leatherback turtle,"The image shows a turtle with its head and legs visible, possibly in an aquarium or tank.",Turtle
37,box turtle,True,box turtle,tench,"The image depicts a turtle, likely a box turtle, situated on grass.",Tortoise
38,banded gecko,False,frilled lizard,tench,"The image depicts a small, brownish-colored lizard with distinctive bands or stripes on its back.",Reptile
39,common iguana,True,common iguana,tench,"The image depicts a close-up of an iguana's head, with its mouth open and tongue extended.",Iguanas
3,tiger shark,True,hen-of-the-woods,tiger shark,"The image depicts a large fish with a pointed snout, sharp teeth, and a distinctive pattern of spots or stripes on its body. It appears to be swimming through the water, possibly in pursuit of prey.",Tiger Shark
40,American chameleon,False,green lizard,tench,"The image depicts a green lizard with a long tail, likely an Anolis carolinensis.",Anolis carolinensis
41,whiptail,True,hen-of-the-woods,whiptail,"The image appears to be a close-up of a small, possibly insect-like creature with long antennae and wings.",Whiptail
42,agama,True,agama,agama,"The image depicts a lizard with a long tail, likely an agama.",Agama
43,frilled lizard,False,tench,tench,"The image depicts a small, scaly creature with a long tail and claws, resembling a reptile.",Reptiles
44,alligator lizard,True,alligator lizard,tench,"The image depicts a small, brownish-gray reptile with a long tail and scaly skin, likely an alligator lizard.",Reptiles
45,Gila monster,False,hen-of-the-woods,tench,"The image depicts a reptile with a distinctive pattern of spots or stripes on its body, which appears to be a venomous species.",Reptiles
46,green lizard,True,green lizard,tench,"The image shows a close-up of a green lizard's head, with its mouth open and tongue extended.",Reptile
47,African chameleon,False,common iguana,tench,"The image depicts a close-up of a reptile's head, likely an iguana or similar species.",Reptile
48,Komodo dragon,True,Komodo dragon,tench,"The image depicts a large, dark-colored reptile with a long tail and scaly skin, likely a Komodo dragon.",Reptile
49,African crocodile,False,alligator lizard,alligator lizard,"The image depicts a large reptile with scaly skin, long snout, and powerful jaws, likely an alligator or crocodile.",Alligator
4,hammerhead,False,anemone fish,anemone fish,"The image depicts a man standing on a beach, holding two fish in each hand.",Fish
50,American alligator,True,American alligator,tench,"The image depicts a crocodile's head, likely an American alligator.",Crocodylus acutus
51,triceratops,True,triceratops,tench,"The image depicts a dinosaur skeleton, specifically a Triceratops.",Dinosaur
52,thunder snake,True,thunder snake,tench,"The image depicts a snake, specifically a red-bellied black snake (Pseudechis porphyriacus), which belongs to the ImageNet category 'Reptile'.",Reptile
53,ringneck snake,False,thunder snake,tench,"The image depicts a small, coiled snake with a distinctive pattern of red and yellow markings on its body.",Colubridae
54,hognose snake,True,hognose snake,tench,"The image depicts a hognose snake, which belongs to the category 'Reptilia' within ImageNet.",Reptilia
55,green snake,True,green snake,thunder snake,The image shows a green snake on a branch.,Snake
56,king snake,False,water snake,thunder snake,"The image depicts a snake slithering through shallow water, its body partially submerged.",Snake
57,garter snake,True,garter snake,tench,"The image depicts a snake, specifically a Garter Snake (Coluber constrictor), which belongs to the ImageNet category  n02408483.",n02408483
58,water snake,False,water ouzel,tench,A duck swimming in the water.,Duck
59,vine snake,False,green snake,thunder snake,"The image depicts a yellow-bellied green pit viper, which belongs to the ImageNet category 123: Snake.",Snake
5,electric ray,False,stingray,tench,"The image depicts a stingray, specifically a spotted eagle ray (Aetobatus narinari), which belongs to the family Myliobatidae.",Myliobatoidei
60,night snake,False,tench,tench,"The image depicts a small, dark-colored reptile with a distinctive pattern on its back.",Reptile
61,boa constrictor,True,boa constrictor,tench,"The image shows a snake with brown and black markings, possibly a boa constrictor.",Reptile
62,rock python,True,rock python,tench,"The image appears to show a snake, possibly a rock python, coiled on the ground with its head raised.",Reptile
63,Indian cobra,True,thunder snake,Indian cobra,"The image depicts a close-up of a snake's head, with its hood spread out.",Indian Cobra
64,green mamba,False,tree frog,tench,A green tree python is hanging on a branch.,Reptiles
65,sea snake,False,brown bear,anemone fish,"The image depicts a yellowish-brown fish with a long, slender body and a pointed snout.",Fish
66,horned viper,True,horned viper,tench,"The image depicts a snake with distinctive markings, possibly a horned viper.",Reptile
67,diamondback,False,thunder snake,tench,"The image depicts a snake, specifically a species of venomous pit viper native to North America.",Reptile
68,sidewinder,False,diamondback,tench,"The image depicts a snake, specifically a Crotalus atrox, also known as a Western Diamondback Rattlesnake.",Crotalus atrox
69,trilobite,False,shield,tench,"The image depicts a fossilized arthropod with three pairs of jointed legs, a distinctive head shield, and a long tail.",Arthropoda
6,stingray,True,stingray,stingray,The image shows a stingray swimming on the ocean floor.,Stingray
70,harvestman,False,barn spider,tench,"The image depicts a spider, specifically a type of orb weaver.",Araneae
71,scorpion,True,scorpion,tench,"The image depicts a blue scorpion with its tail curled up, facing left.",Arthropod
72,black and gold garden spider,True,black and gold garden spider,tench,"The image depicts a large spider with a distinctive pattern of yellow and black markings on its abdomen, suspended in mid-air against a blurred background.",Araneae
73,barn spider,False,cabbage butterfly,cabbage butterfly,The image shows a blue morpho butterfly,Butterfly
74,garden spider,False,barn spider,tench,"The image depicts a large black spider with yellow markings, likely an orb weaver or similar species.",Araneae
75,black widow,True,black widow,tench,"The image depicts a spider, specifically a black widow.",Araneae
76,tarantula,False,hen-of-the-woods,tench,"The image depicts a spider, specifically a tarantula, which falls under the ImageNet category of 'Araneae'.",Araneae
77,wolf spider,True,wolf spider,tench,"The image appears to be a close-up of a large, dark-colored insect or arachnid with long legs and a rounded body. It is likely a type of spider, possibly a wolf spider.",Araneae
78,tick,False,white stork,tench,"The image shows a close-up of a brown, eight-legged arachnid with a distinctive white spot on its back.",Arthropod
79,centipede,True,centipede,tench,"The image depicts a centipede, which belongs to the ImageNet category 'Arthropod'.",Arthropod
7,cock,False,red wolf,tench,"The image depicts a bird with distinctive red facial skin, blue neck, and brown body feathers.",Bird
80,black grouse,False,white stork,tench,"The image depicts a bird with distinctive markings, including a red comb on its head and white-tipped tail feathers.",Birds
81,ptarmigan,True,ptarmigan,tench,"The image depicts a bird with white plumage, likely a ptarmigan.",Birds
82,ruffed grouse,False,white stork,tench,"The image depicts a bird with brown and white feathers, standing on the ground amidst some grassy vegetation.",Bird
83,prairie chicken,False,black widow,tench,"The image depicts two birds with distinctive red, yellow, and black feathers on their heads, standing amidst tall grasses.",Bird
84,peacock,False,neck brace,tench,"The image depicts a bird with a long, iridescent tail and blue neck feathers.",Bird
85,quail,False,tench,tench,"The image shows three birds standing on grass, with one bird facing left and two others facing right.",Bird
86,partridge,False,head cabbage,tench,"The image depicts a bird standing in tall grass, with its head turned to the right.",Bird
87,African grey,True,African grey,tench,"The image depicts a bird with a distinctive gray plumage, likely an African Grey Parrot.",Parrot
88,macaw,True,black-and-tan coonhound,macaw,"The image depicts two blue and yellow birds perched on a branch, with one bird facing forward and the other backward.",Blue-and-yellow Macaw
89,sulphur-crested cockatoo,True,sulphur-crested cockatoo,tench,"The image shows a white bird with a black beak, possibly a sulphur-crested cockatoo.",Cacatuidae
8,hen,False,hen-of-the-woods,tench,"The image depicts a rooster, which belongs to the 'Rooster' category within the ImageNet dataset.",Rooster
90,lorikeet,True,lorikeet,lorikeet,"The image depicts a colorful bird with a distinctive beak, likely a Lorikeet.",Lorikeet
91,coucal,False,hen-of-the-woods,tench,"The image depicts a bird perched on a tree branch, with its body facing left and its head turned towards the right. The bird's plumage appears to be dark brown or black, with a distinctive white stripe running along its neck.",Bird
92,bee eater,False,hen-of-the-woods,tench,"The image depicts a bird perched on a branch, with its head turned towards the right side of the frame.",Bird
93,hornbill,True,hornbill,tench,"The image depicts a bird with a distinctive beak, likely a hornbill.",Bird
94,hummingbird,True,hummingbird,tench,"A hummingbird is perched on a red feeder, its beak inserted into the yellow flower-shaped opening.",Bird
95,jacamar,False,Polaroid camera,tench,"The image depicts a bird perched on a branch, with its back facing the camera.",Bird
96,toucan,True,toucan,toucan,"The image depicts a bird with a large, colorful beak, likely a toucan.",Toucan
97,drake,False,hen-of-the-woods,tench,"The image depicts a duck swimming on water, with its head turned towards the left side of the frame.",Anas platyrhynchos
98,red-breasted merganser,False,black-and-tan coonhound,tench,"The image depicts a bird with a distinctive orange-red bill, white throat patch, and brownish-gray body. It has a long neck and tail, and its wings are spread out to the sides.",Mallard
99,goose,False,Polaroid camera,tench,"A duck standing on a sidewalk, facing away from the camera.",bird
9,ostrich,True,ostrich,ostrich,"The image depicts an ostrich standing on a road, with its long neck and legs visible.",Ostrich
