Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
194,Dandie Dinmont,True,tench,toy terrier,Dandie Dinmont,tench,tench,Dogs,Terrier,Dandie Dinmont Terrier,Canine,Animal
195,Boston bull,False,tench,tench,macaw,macaw,tench,bird,parrot,macaw,blue and gold macaw,animal
196,miniature schnauzer,True,Maltese dog,toy terrier,miniature schnauzer,tench,tench,dog,terrier,miniature schnauzer,animal,mammal
197,giant schnauzer,True,Maltese dog,giant schnauzer,tench,tench,tench,dog,giant schnauzer,animal,mammal,canine
198,standard schnauzer,True,Maltese dog,standard schnauzer,tench,tench,tench,dog,standard schnauzer,animal,mammal,canine
199,Scotch terrier,True,Maltese dog,toy terrier,Scotch terrier,tench,tench,dog,terrier,scotch terrier,animal,mammal
19,chickadee,True,tench,chickadee,chickadee,tench,tench,bird,chickadee,black-capped chickadee,animal,mammal
1,goldfish,True,goldfish,tench,tench,Maltese dog,tiger cat,goldfish,animal,mammal,dog,cat
20,water ouzel,True,tench,water ouzel,tench,tench,water ouzel,bird,water ouzel,passeriformes,muscicapidae,water ouzel
21,kite,False,tench,tench,stone wall,tench,tench,Indoor Scene,Empty Room,Blank Wall,None,None
22,bald eagle,True,tench,bald eagle,bald eagle,tench,tench,bird,eagle,bald eagle,animal,mammal
23,vulture,True,tench,vulture,tench,tench,tench,bird,vulture,black_vulture,coragyps_atriensis,animal
24,great grey owl,False,tench,tench,tench,tench,tench,bird,bird_of_prey,great_grey_owl,animal,mammal
25,European fire salamander,True,tench,spotted salamander,European fire salamander,tench,tench,Reptile,Salamander,European Fire Salamander,null,null
26,common newt,True,common newt,amphibian,tench,tench,tench,newt,amphibian,animal,mammal,reptile
27,eft,False,tench,bald eagle,bald eagle,tench,tench,bird,eagle,golden eagle,animal,mammal
28,spotted salamander,False,tench,tench,tench,tench,tench,Salamanders,Amphibians,Reptiles,Animals,Wildlife
29,axolotl,False,amphibian,tench,tench,tench,tench,amphibian,reptile,animal,creatures,mammal
2,great white shark,True,tiger shark,great white shark,tench,tench,tench,shark,great white,animal,mammal,vertebrate
30,bullfrog,True,bullfrog,amphibian,tench,tench,tench,bullfrog,amphibian,animal,reptile,carnivore
31,tree frog,False,tench,tench,tench,tench,tench,tree_frog,treefrog,tree_frogs,tree_frog_sitting_on_leaves,tree_frog_sitting_on_a_leaf
32,tailed frog,False,tree frog,tench,amphibian,tench,tench,frog,tailless,amphibian,animal,mammal
33,loggerhead,True,tench,tench,tench,loggerhead,tench,bird,waterfowl,duck,loggerhead duck,Anas biharica
34,leatherback turtle,True,leatherback turtle,tench,tench,tench,amphibian,turtle,reptile,animal,mammal,amphibian
35,mud turtle,False,leatherback turtle,tench,amphibian,tench,tench,turtle,reptile,amphibian,animal,mammal
36,terrapin,False,tench,tench,tench,tench,tench,bird,duck,mallard duck,animal,mammal
37,box turtle,True,leatherback turtle,box turtle,tench,amphibian,tench,turtle,box turtle,reptile,amphibian,animal
38,banded gecko,True,tench,frilled lizard,banded gecko,banded gecko,tench,Reptile,Lizard,Gecko,Banded Gecko,Gekkonidae
39,common iguana,True,common iguana,tench,tench,amphibian,frilled lizard,iguana,reptile,animal,amphibian,lizard
3,tiger shark,True,tiger shark,tiger shark,anemone fish,tench,tench,tiger shark,shark,fish,animals,wildlife
40,American chameleon,True,tench,frilled lizard,American chameleon,American chameleon,tench,Reptile,Lizard,Chameleon,American Chameleon,Anolis carolinensis
41,whiptail,False,tench,tench,tench,tench,tench,bird,passerine,flycatcher,tyrant flycatcher,dusky tyrant-flycatcher
42,agama,False,tench,wallaby,tench,tench,tench,bird,agile wallaby,agouti,aguilucho de penacho colorado,ailurus fulgens
43,frilled lizard,True,frilled lizard,tench,tench,tench,tench,frilled lizard,null,null,null,null
44,alligator lizard,True,frilled lizard,alligator lizard,tench,amphibian,tench,lizard,alligator,reptile,amphibian,animal
45,Gila monster,True,tench,frilled lizard,Gila monster,tench,tench,Reptile,Lizard,Gila Monster,Animal,Mammal
46,green lizard,True,frilled lizard,green lizard,tench,tench,amphibian,lizard,green,animal,reptile,amphibian
47,African chameleon,True,tench,American chameleon,African chameleon,tench,tench,Reptile,Chameleon,African Chameleon,Animal,Mammal
48,Komodo dragon,True,tench,frilled lizard,Komodo dragon,tench,tench,Reptile,Lizard,Komodo Dragon,Animal,Carnivore
49,African crocodile,True,African crocodile,tench,tench,tench,amphibian,crocodile,animal,mammal,reptile,amphibian
4,hammerhead,True,hammerhead,tench,tench,tench,tench,hammerhead,null,null,null,null
50,American alligator,True,American alligator,tench,tench,tench,tench,American Alligator,Reptile,Crocodilia,Crocodyliformes,Archosauria
51,triceratops,False,tench,tench,tench,tench,tench,ceratosaur,dinosaur,animal,reptile,theropod
52,thunder snake,False,brown bear,tench,tench,tench,tench,Brown,None,None,None,None
53,ringneck snake,False,tench,tench,tench,thunder snake,tench,Reptiles,Serpentes,Colubridae,Ring-necked Snake,Diadophis punctatus
54,hognose snake,True,tench,thunder snake,hognose snake,tench,tench,Reptile,Snake,Hognose Snake,Colubridae,Serpentes
55,green snake,False,thunder snake,green lizard,tench,tench,tench,snake,green,animal,reptile,wildlife
56,king snake,True,tench,thunder snake,king snake,tench,tench,Reptile,Snake,King Snake,Colubridae,Colubrinae
57,garter snake,True,thunder snake,garter snake,tench,tench,tench,snake,garter,reptile,animal,wildlife
58,water snake,False,thunder snake,water ouzel,tench,tench,amphibian,snake,water,animal,reptile,amphibian
59,vine snake,True,thunder snake,vine snake,tench,tench,tench,snake,vine,reptile,animal,wildlife
5,electric ray,False,brown bear,tench,tench,tench,tench,brown,wallpaper,floor,bedroom,interior
60,night snake,False,tench,tench,tench,fly,tench,Invertebrate,Arthropod,Insect,Fly,Diptera
61,boa constrictor,True,tench,thunder snake,boa constrictor,tench,tench,Reptile,Snake,Boa Constrictor,Animal,Mammal
62,rock python,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,wildlife,creatures
63,Indian cobra,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,carnivore,dangerous animal
64,green mamba,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,mammal,carnivore
65,sea snake,True,thunder snake,sea snake,tench,tench,tench,snake,sea,animal,reptile,wildlife
66,horned viper,False,tench,tench,tench,tench,tench,viperidae,reptiles,animals,creatures,wildlife
67,diamondback,False,tench,tench,bald eagle,bald eagle,tench,bird,raptor,eagle,golden eagle,animal
68,sidewinder,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,creatures,wildlife
69,trilobite,True,trilobite,tench,tench,tench,tench,trilobite,null,null,null,null
6,stingray,False,brown bear,tench,tench,tench,tench,brown,beige,tan,khaki,sand
70,harvestman,False,tench,tench,tench,tench,tench,Arachnida,Opiliones,Dugesiidae,Harvestmen,Dugesia
71,scorpion,True,tench,tench,scorpion,scorpion,tench,Arthropod,Insect,Scorpion,False Scorpion,Pseudoscorpion
72,black and gold garden spider,True,tench,garden spider,black and gold garden spider,tench,tench,Araneae,Garden spiders,Black and Gold Garden Spider,Araneidae,Araneoidea
73,barn spider,True,tench,barn spider,tench,tench,tench,Araneae,Barn Spider,Arachnida,Eukaryota,Animalia
74,garden spider,True,tench,garden spider,tench,tench,tench,Araneae,Garden Spider,Arthropod,Invertebrate,Animal
75,black widow,True,tench,barn spider,black widow,tench,tench,Araneae,Spider,Black Widow Spider,Latrodectus mactans,Animal
76,tarantula,False,tench,tench,tench,tench,school bus,bird,airplane,bicycle,boat,bus
77,wolf spider,True,tench,wolf spider,tench,tench,tench,Araneae,Wolf Spider,Lycosidae,Arachnida,Animal
78,tick,True,tick,tench,tench,tench,tench,tick,null,null,null,null
79,centipede,True,tench,tench,tench,centipede,centipede,Arthropod,Insect,Crawling Insect,Centipede,False Centipede
7,cock,True,tench,tench,prairie chicken,cock,tench,Animal,Bird,Chicken,Cock,Rooster
80,black grouse,True,tench,black grouse,tench,tench,tench,bird,black grouse,null,null,null
81,ptarmigan,True,tench,ptarmigan,ptarmigan,tench,tench,bird,ptarmigan,rock ptarmigan,animal,wildlife
82,ruffed grouse,True,tench,ruffed grouse,tench,tench,tench,bird,ruffed grouse,null,null,null
83,prairie chicken,True,tench,prairie chicken,prairie chicken,tench,tench,bird,chicken,prairie,poultry,domesticated_fowl
84,peacock,True,peacock,tench,tench,tench,tench,peacock,bird,animal,vertebrate,mammal
85,quail,True,tench,quail,tench,tench,tench,bird,quail,small bird,bird,animal
86,partridge,False,brown bear,tench,tench,tench,tench,brown,beige,khaki,tan,sand
87,African grey,True,tench,tench,African grey,tench,tench,bird,parrot,african grey parrot,psittacus erithacus,animal
88,macaw,True,tench,tench,macaw,tench,tench,bird,parrot,macaw,animal,feathered
89,sulphur-crested cockatoo,True,tench,tench,sulphur-crested cockatoo,tench,tench,bird,cockatoo,sulphur crested cockatoo,parrot,animal
8,hen,True,tench,prairie chicken,hen,tench,tench,bird,chicken,hen,animal,domesticated_animal
90,lorikeet,True,tench,lorikeet,tench,tench,tench,bird,lorikeet,parrot,animal,beak
91,coucal,True,tench,coucal,coucal,coucal,coucal,bird,coucal,coucal,coucal,coucal
92,bee eater,True,tench,bee eater,European gallinule,jay,tench,bird,bee-eater,European roller,blue jay,kingfisher
93,hornbill,True,tench,hornbill,tench,tench,feather boa,bird,hornbill,animal,beak,feather
94,hummingbird,False,tench,tench,tench,tench,wing,bird,animal,feathered,beak,wing
95,jacamar,True,tench,jacamar,tench,tench,tench,bird,jacamar,none,none,none
96,toucan,True,tench,toucan,tench,tench,feather boa,bird,toucan,animal,beak,feather
97,drake,True,tench,drake,tench,tench,tench,bird,drake,domestic_drake,duck,animal
98,red-breasted merganser,True,tench,tench,red-breasted merganser,tench,tench,bird,waterfowl,red-breasted merganser,animal,mammal
99,goose,True,tench,goose,tench,tench,tench,bird,goose,animal,domesticated_animal,waterfowl
9,ostrich,True,tench,ostrich,tench,tench,tench,bird,ostrich,animal,mammal,vertebrate
