Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
191,Airedale,False,Maltese dog,toy terrier,Irish terrier,tench,tench,Dog,Terrier,Irish Terrier,Animal,Mammal
192,cairn,False,Maltese dog,toy terrier,toy terrier,tench,tench,Dog,Terrier,Scottish Terrier,Animal,Mammal
193,Australian terrier,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
194,Dandie Dinmont,False,Maltese dog,tench,tench,tench,tench,dog,puppy,animal,mammal,pet
195,Boston bull,False,toy terrier,Maltese dog,tench,tench,tench,Boston Terrier,Dog,Animal,Mammal,Canine
196,miniature schnauzer,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
197,giant schnauzer,False,Maltese dog,toy terrier,Kerry blue terrier,tench,tench,Dog,Terrier,Kerry Blue Terrier,Animal,Mammal
198,standard schnauzer,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
199,Scotch terrier,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,pet,canine
19,chickadee,False,tench,tench,tench,tench,tench,bird,songbird,perching_bird,passeriformes,paridae
1,goldfish,True,anemone fish,goldfish,tench,tench,tench,fish,goldfish,animal,mammal,carnivore
200,Tibetan terrier,False,Maltese dog,toy terrier,toy poodle,tench,Shih-Tzu,Dog,Terrier,Poodle,Bichon Frise,Shih Tzu
201,silky terrier,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
202,soft-coated wheaten terrier,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,pet,domesticated animal
203,West Highland white terrier,False,Maltese dog,tench,tench,tench,tench,dog,man,person,human,pet
204,Lhasa,False,Maltese dog,tench,car mirror,street sign,parking meter,dog,person,car,street,parking lot
205,flat-coated retriever,False,African crocodile,tench,tench,amphibian,anemone fish,crocodile,animal,reptile,amphibian,fish
206,curly-coated retriever,False,Maltese dog,toy poodle,toy poodle,tench,tench,Dog,Poodle,Toy Poodle,Animal,Mammal
207,golden retriever,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
208,Labrador retriever,True,Maltese dog,Labrador retriever,tench,tench,tench,Dog,Labrador Retriever,Animal,Mammal,Canine
209,Chesapeake Bay retriever,False,leatherback turtle,Maltese dog,water ouzel,tench,tench,turtle,dog,water,animal,reptile
20,water ouzel,True,tench,water ouzel,water ouzel,tench,white stork,bird,water bird,small water bird,dipper,white-throated dipper
210,German short-haired pointer,True,Maltese dog,tench,tench,German short-haired pointer,tench,dog,breed,pointer,German Shorthaired Pointer,animal
211,vizsla,False,Maltese dog,tench,tench,tench,tench,dog,puppy,animal,mammal,pet
212,English setter,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,pet,domesticated animal
213,Irish setter,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Pet
214,Gordon setter,False,Maltese dog,king snake,tench,tench,tench,Dog,Cavalier King Charles Spaniel,Animal,Mammal,Canine
215,Brittany spaniel,True,Maltese dog,tench,Brittany spaniel,tench,tench,dog,breed,brittany spaniel,animal,mammal
216,clumber,False,Maltese dog,English setter,tench,tench,tench,Dog,English Setter,Animal,Mammal,Carnivore
217,English springer,False,Maltese dog,tench,mountain tent,car mirror,tench,dog,person,tent,car,grass
218,Welsh springer spaniel,False,Maltese dog,tench,tench,tench,tench,dog,animal,canine,mammal,vertebrate
219,cocker spaniel,True,Maltese dog,cocker spaniel,tench,tench,tench,dog,cocker spaniel,animal,mammal,canine
21,kite,False,tree frog,tench,tree frog,tench,tree frog,tree,magnolia,flowering tree,plant,tree
220,Sussex spaniel,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
221,Irish water spaniel,False,Maltese dog,toy poodle,tench,tench,tench,Dog,Poodle,Canine,Animal,Mammal
222,kuvasz,False,Maltese dog,tench,Maltese dog,tench,tench,dog,breed,large dog breed,canine,pet
223,schipperke,False,Maltese dog,tench,tench,tench,tench,Dog,Animal,Mammal,Canine,Pet
224,groenendael,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,domesticated mammal
225,malinois,True,Maltese dog,malinois,malinois,Maltese dog,tench,Dog,Malinois,Belgian Malinois,Working Dog,Canine
226,briard,True,Maltese dog,briard,tench,tench,tench,Dog,Briard,Canine,Animal,Mammal
227,kelpie,False,Maltese dog,toy terrier,tench,tench,tench,Dog,Terrier,Puppy,Canine,Mammal
228,komondor,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,pet,canine
229,Old English sheepdog,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,pet,canine
22,bald eagle,True,tench,bald eagle,bald eagle,tench,tench,bird,eagle,bald eagle,animal,mammal
230,Shetland sheepdog,False,Maltese dog,tench,tench,tench,tench,Dog,Animal,Mammal,Canine,Pet
231,collie,False,Maltese dog,tench,tench,tench,tench,dog,sheep,animal,mammal,domesticated mammal
232,Border collie,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
233,Bouvier des Flandres,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,breed
234,Rottweiler,False,Maltese dog,tench,tench,tench,tench,dog,puppy,canine,animal,mammal
235,German shepherd,True,Maltese dog,tench,tench,tench,German shepherd,Dog,Animal,Mammal,Canine,German Shepherd
236,Doberman,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
237,miniature pinscher,False,Maltese dog,toy terrier,tench,toy terrier,tench,Dog,Terrier,Dachshund,"Pinscher and Schnauzer, Terrier and related Pincher breeds group",Canine
238,Greater Swiss Mountain dog,False,Maltese dog,tench,tench,tench,tench,Dog,Puppy,Canine,Mammal,Animal
239,Bernese mountain dog,True,Maltese dog,pug,Bernese mountain dog,tench,tench,Dog,Pug,Bernese Mountain Dog,Animal,Mammal
23,vulture,False,tench,tench,Komodo dragon,tench,tench,bird,bat,dragon,gargoyle,statue
240,Appenzeller,False,Maltese dog,tench,cowboy hat,tench,fur coat,dog,man,hat,glasses,coat
241,EntleBucher,False,Maltese dog,tench,Rottweiler,tench,tench,dog,breed,rottweiler,animal,mammal
242,boxer,True,Maltese dog,tench,boxer,tench,tench,dog,breed,boxer,animal,mammal
243,bull mastiff,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
244,Tibetan mastiff,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,breed
245,French bulldog,False,Maltese dog,tench,pug,tench,tench,dog,breed,pug,animal,mammal
246,Great Dane,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Vertebrate
247,Saint Bernard,True,Maltese dog,tench,Saint Bernard,tench,tench,dog,breed,St. Bernard,animal,mammal
248,Eskimo dog,False,Maltese dog,tench,tench,tench,Maltese dog,dog,animal,mammal,canine,domesticated dog
249,malamute,False,Maltese dog,tench,tench,tench,tench,dog,canine,mammal,animal,vertebrate
24,great grey owl,False,tench,tench,tench,tench,tench,bird,owl,animal,wildlife,predator
250,Siberian husky,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,domesticated mammal
251,dalmatian,True,Maltese dog,dalmatian,tench,tench,tench,Dog,Dalmatian,Canine,Animal,Mammal
252,affenpinscher,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Pet
253,basenji,True,Maltese dog,toy terrier,basenji,tench,tench,Dog,Terrier,Basenji,Canine,Mammal
254,pug,True,pug,Maltese dog,tench,tench,tench,Pug,Dog,Animal,Mammal,Canine
255,Leonberg,False,Maltese dog,tench,tench,tree frog,tench,Dog,Man,Grass,Tree,Person
256,Newfoundland,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
257,Great Pyrenees,False,Maltese dog,tench,tench,tench,tench,Dog,Animal,Mammal,Canine,Pet
258,Samoyed,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
259,Pomeranian,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
25,European fire salamander,False,tench,amphibian,frilled lizard,spotted salamander,tree frog,Reptile,Amphibian,Lizard,Salamander,Frog
260,chow,False,Maltese dog,tench,tench,tench,tench,Dog,Animal,Mammal,Canine,Pet
261,keeshond,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
262,Brabancon griffon,True,Brabancon griffon,Maltese dog,tench,tench,tench,Brussels Griffon,Dog,Canine,Mammal,Animal
263,Pembroke,False,Maltese dog,tench,tench,tench,tench,dog,animal,mammal,canine,pet
264,Cardigan,False,Maltese dog,tench,tree frog,tench,tench,dog,grass,tree,sky,clouds
265,toy poodle,True,Maltese dog,toy poodle,tench,tench,tench,dog,poodle,toy_poodle,animal,mammal
266,miniature poodle,False,Maltese dog,tench,tench,tench,tench,dog,child,person,animal,pet
267,standard poodle,False,Maltese dog,tench,pool table,toy terrier,water ouzel,dog,duck,pool,toy,water
268,Mexican hairless,False,Maltese dog,toy terrier,Italian greyhound,tench,tench,Dog,Terrier,Italian Greyhound,Canine,Mammal
269,timber wolf,False,tench,tench,tench,tench,tench,Canine,Mammal,Animal,Carnivore,Predator
26,common newt,False,frilled lizard,tench,tench,tench,amphibian,Lizard,Reptile,Animal,Carnivore,Amphibian
270,white wolf,False,tench,llama,tench,tench,tench,Alpaca,Llama,Camelid,Mammal,Animal
271,red wolf,False,tench,tench,tench,tench,tench,Canidae,Cerineae,Mammalia,Animals,Mammals
272,coyote,False,wolf spider,tench,tench,tench,tench,wolf,canine,mammal,animal,vertebrate
273,dingo,False,tench,tench,tench,tench,tench,deer,animal,mammal,artiodactyla,cervidae
274,dhole,False,tench,Maltese dog,dingo,tench,tench,Canine,Dog,Dingo,Mammal,Animal
275,African hunting dog,False,tench,Maltese dog,tench,tench,tench,Canine,Dog,Lycaon pictus,Carnivore,Mammal
276,hyena,False,tench,tench,tench,tench,wild boar,Carnivores,Mammals,Animals,Predators,Wild animals
277,red fox,False,tench,tench,tench,Maltese dog,Afghan hound,Mammal,Carnivore,Canine,Dog,Hound
278,kit fox,False,tench,tench,tench,tench,tench,Canidae,Carnivores,Mammals,Animals,Wildlife
279,Arctic fox,False,tench,tench,tench,tench,tench,Canidae,Carnivores,Mammals,Animals,Foxes
27,eft,False,tench,tench,amphibian,spotted salamander,common newt,Animal,Reptile,Amphibian,Salamander,Newt
280,grey fox,False,tench,tench,tench,Maltese dog,tench,Mammal,Carnivore,Caniformia,Dog,Terrestrial Mammal
281,tabby,False,tiger cat,tench,tench,tench,tench,cat,animal,mammal,domesticated mammal,feline
282,tiger cat,True,tiger cat,tench,tench,tench,tench,cat,animal,mammal,domesticated mammal,feline
283,Persian cat,False,tiger cat,tiger cat,tiger cat,tench,tench,Cat,Domestic Cat,Longhaired Domestic Cat,Animal,Mammal
284,Siamese cat,True,tiger cat,tiger cat,Siamese cat,tench,tench,cat,domestic cat,siamese cat,kitten,animal
285,Egyptian cat,False,tiger cat,tiger cat,tench,tench,tench,Cat,Domestic Cat,Animal,Mammal,Vertebrate
286,cougar,False,lion,tench,tench,tench,tench,Lion,Animal,Mammal,Carnivore,Predator
287,lynx,True,lynx,tiger cat,tench,tench,tench,lynx,cat,animal,mammal,carnivore
288,leopard,True,cheetah,leopard,jaguar,tiger,lynx,Cheetah,Leopard,Jaguar,Tiger,Lynx
289,snow leopard,False,tench,tench,tench,tench,tiger cat,animal,mammal,carnivore,feline,domestic cat
28,spotted salamander,True,tench,amphibian,spotted salamander,spotted salamander,tench,Reptile,Amphibian,Salamander,Spotted Salamander,Ambystoma maculatum
290,jaguar,False,tench,tench,tench,lion,tench,Felidae,Pantherinae,Panthera leo,Lion,Mammal
291,lion,True,lion,tench,tench,tench,tench,Lion,Animal,Mammal,Carnivore,Predator
292,tiger,True,tiger,tench,tench,tench,wild boar,Tiger,Carnivores,Mammals,Animals,Wild Animals
293,cheetah,True,cheetah,tench,tench,tench,wild boar,Cheetah,Predator,Mammal,Animal,Wild animal
294,brown bear,True,brown bear,tench,tench,tench,tench,Brown bear,Ursidae,Carnivores,Mammals,Animals
295,American black bear,False,brown bear,tench,tench,tench,tench,bear,animal,mammal,carnivore, Ursidae
296,ice bear,False,brown bear,brown bear,tench,tench,tench,polar bear,bear,mammal,animal,carnivore
297,sloth bear,False,tench,tench,tench,tench,tench,Bears,Mammals,Animals,Carnivores,Mammalia
298,mongoose,True,mongoose,tench,tench,tench,tench,Mongoose,Mustelid,Carnivore,Mammal,Animal
299,meerkat,True,mongoose,meerkat,tench,tench,tench,Mongoose,Meerkat,Mongooses,Mustelid,Mustelidae
29,axolotl,False,tench,amphibian,frilled lizard,spotted salamander,common newt,Reptile,Amphibian,Lizard,Salamander,Newt
2,great white shark,False,anemone fish,tiger shark,tench,tench,tench,fish,shark,animal,mammal,predator
300,tiger beetle,True,tench,tiger beetle,ground beetle,tench,tench,Insect,Beetle,Ground beetle,Carabidae,Coleoptera
301,ladybug,True,ladybug,tench,tench,tench,tench,Ladybug,Insect,Animal,Coccinellidae,Coleoptera
302,ground beetle,True,tench,tiger beetle,ground beetle,tench,tench,insect,beetle,ground beetle,carabidae,coleoptera
303,long-horned beetle,False,tiger beetle,tench,tench,tench,tench,beetle,insect,arthropod,animal,creatures
304,leaf beetle,False,tench,tiger beetle,tench,tiger beetle,tench,insect,beetle,coleoptera,coconut beetle,coccinellidae
305,dung beetle,False,tiger beetle,tench,tench,tench,tench,beetle,insect,animal,arthropod,diptera
306,rhinoceros beetle,False,tiger beetle,tench,tench,tench,tench,beetle,insect,animal,arthropod,creatures
307,weevil,False,tench,fly,tench,tench,tench,Insect,Fly,Diptera,Brachycera,Tabanidae
308,fly,True,fly,tench,tench,tench,tench,Fly,Insect,Animal,Arthropod,Animals
309,bee,True,bee,tench,tench,tench,tench,bee,insect,animal,creatures,animals
30,bullfrog,False,tree frog,amphibian,tench,tench,tench,frog,amphibian,animal,reptile,cold-blooded vertebrate
310,ant,True,ant,tench,tench,tench,tench,ant,insect,arthropod,animal,creatures
311,grasshopper,True,grasshopper,tench,tench,tench,tench,grasshopper,insect,arthropod,animal,creatures
312,cricket,False,tench,fly,mosquito net,tench,tench,Insect,Fly,Mosquito,Diptera,Culicidae
313,walking stick,False,tench,tench,tench,tench,tench,Insect,Arthropod,Animal,Crawling Insect,Insect with Elongated Body
314,cockroach,True,cockroach,tench,tench,tench,tench,cockroach,insect,animal,arthropod,entomology
315,mantis,True,mantis,tench,tench,tench,tench,Mantis,Insect,Arthropod,Animal,Animals
316,cicada,True,cicada,tench,tench,tench,tench,Cicada,Insect,Animal,Arthropod,Vermiform animal
317,leafhopper,False,tench,mosquito net,tench,fly,fly,insect,mosquito,diptera,true fly,fly
318,lacewing,False,tench,tench,tench,fly,tench,insect,diptera,midge,true fly,brachycera
319,dragonfly,False,fly,tench,tench,tench,tench,Fly,Insect,Animal,Culicidae,Diptera
31,tree frog,True,tench,amphibian,frilled lizard,tree frog,tree frog,Reptile,Amphibian,Lizard,Tree Frog,Frog
320,damselfly,False,tench,tench,tench,tench,tench,Insect,Diptera,Mecoptera,Trichoptera,Lepidoptera
321,admiral,False,cabbage butterfly,tench,tench,tench,tench,Butterfly,Insect,Animal,Crawling Animal,Arthropod
322,ringlet,False,cabbage butterfly,tench,tench,tench,tench,Butterfly,Insect,Animal,Crawling Insect,Flying Insect
323,monarch,True,cabbage butterfly,tench,monarch,tench,tench,Butterfly,Danaus plexippus,Monarch butterfly,Insect,Animal
324,cabbage butterfly,True,cabbage butterfly,tench,tench,tench,tench,Butterfly,Insect,Animal,Crawling Insect,Flying Insect
325,sulphur butterfly,False,cabbage butterfly,tench,tench,tench,tench,Butterfly,Insect,Animal,Caterpillar,Pupa
326,lycaenid,False,cabbage butterfly,tench,tench,tench,tench,Butterfly,Insect,Animal,Crawling Animal,Arthropod
327,starfish,False,sea snake,tench,tench,tench,tench,Sea star,Asteroidea,Echinodermata,Animalia,Metazoa
328,sea urchin,False,brain coral,tench,tench,tench,tench,coral,animal,vertebrate,mollusk,bivalve mollusk
329,sea cucumber,False,sea slug,snail,tench,tench,tench,sea slug,marine snail,mollusc,animal,creatures
32,tailed frog,False,tench,tench,tench,tench,common newt,Anura,Bufonidae,Bufo,Bufo bufo,Common toad
330,wood rabbit,True,wood rabbit,tench,tench,tench,tench,Rabbit,Small mammal,Animal,Mammal,Rodent
331,hare,True,wood rabbit,magpie,hare,tench,tench,Rabbit,Magpie,Hare,Bird,Mammal
332,Angora,False,wood rabbit,tench,tench,tench,tench,Rabbit,Animal,Mammal,Rodent,Carnivore
333,hamster,True,tench,tench,tench,mouse,hamster,animal,mammal,rodent,mouse,hamster
334,porcupine,False,tench,tench,tench,tench,European gallinule,Animal,Mammal,Rodent,Hedgehog,European Hedgehog
335,fox squirrel,True,fox squirrel,tench,tench,tench,tench,squirrel,animal,mammal,rodent,carnivore
336,marmot,False,tench,tench,tench,fox squirrel,tree frog,mammal,animal,rodent,squirrel,tree squirrel
