Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
165,black-and-tan coonhound,True,cocker spaniel,black-and-tan coonhound,German short-haired pointer,Samoyed,Norwegian elkhound,cocker spaniel,black-and-tan coonhound,german shorthaired pointer,samoyed,norwegian elkhound
166,Walker hound,True,Maltese dog,Walker hound,tench,tench,tench,Dog,Walker Hound,Canine,Mammal,Animal
167,English foxhound,True,tench,Maltese dog,English foxhound,English foxhound,Afghan hound,Canine,Dog,English Foxhound,Foxhound,Hound
168,redbone,True,Maltese dog,tench,redbone,cocker spaniel,toy poodle,dog,breed,redbone,cocker spaniel,poodle
169,borzoi,True,tench,tench,tench,tench,borzoi,Canidae,Carnivores,Animals,Mammals,Borzoi
16,bulbul,True,tench,bulbul,bulbul,tench,tench,bird,bulbul,common bulbul,pycnonotidae,passerine bird
170,Irish wolfhound,True,tench,Maltese dog,Irish wolfhound,tench,tench,Canine,Dog,Irish Wolfhound,Mammal,Animal
171,Italian greyhound,True,tench,Maltese dog,Italian greyhound,Maltese dog,tench,Canine,Dog,Italian Greyhound,Small Breed Dog,Mammal
172,whippet,True,Maltese dog,whippet,tench,tench,tench,dog,whippet,animal,mammal,canine
173,Ibizan hound,True,tench,Maltese dog,Ibizan hound,tench,tench,Canine,Dog Breed,Ibizan Hound,Mammal,Animal
174,Norwegian elkhound,True,tench,Maltese dog,Norwegian elkhound,tench,African hunting dog,Canine,Dog,Norwegian Elkhound,Spitz,Hunting Dog
175,otterhound,True,otterhound,tench,tench,tench,tench,otterhound,null,null,null,null
176,Saluki,True,Saluki,tench,Maltese dog,tench,tench,Saluki,Canine,Dog,Animal,Mammal
177,Scottish deerhound,True,Scottish deerhound,tench,Maltese dog,tench,tench,Scottish Deerhound,Canine,Dog,Mammal,Animal
178,Weimaraner,True,Maltese dog,tench,Weimaraner,tench,tench,dog,breed,Weimaraner,animal,mammal
179,Staffordshire bullterrier,False,toy terrier,tench,Maltese dog,tench,tench,Terrier,Canine,Dog,Mammal,Animal
17,jay,True,tench,jay,jay,tench,tench,bird,jay,blue jay,corvidae,passeriformes
180,American Staffordshire terrier,True,toy terrier,American Staffordshire terrier,Maltese dog,tench,tench,Terrier,American Staffordshire Terrier,Dog,Canine,Mammal
181,Bedlington terrier,True,Bedlington terrier,Maltese dog,toy terrier,tench,tench,Bedlington Terrier,Dog,Terrier,Canine,Mammal
182,Border terrier,True,tench,Maltese dog,Border terrier,Maltese dog,tench,Canine,Dog Breed,Border Terrier,Terrier Dog Breed,Small to Medium Sized Dogs
183,Kerry blue terrier,True,Maltese dog,toy terrier,Kerry blue terrier,tench,tench,Dog,Terrier,Kerry Blue Terrier,Canine,Mammal
184,Irish terrier,True,Irish terrier,Maltese dog,tench,tench,tench,Irish Terrier,Dog,Mammal,Animal,Vertebrate
185,Norfolk terrier,True,Norfolk terrier,Maltese dog,tench,tench,tench,Norfolk Terrier,Dog,Canine,Mammal,Animal
186,Norwich terrier,True,Norwich terrier,Maltese dog,tench,toy terrier,tench,Norwich Terrier,Dog,Canine,Terrier,Animal
187,Yorkshire terrier,False,toy terrier,Maltese dog,tench,tench,tench,Terrier,Dog,Canine,Mammal,Animal
188,wire-haired fox terrier,True,wire-haired fox terrier,Maltese dog,tench,tench,tench,Wire-haired Fox Terrier,Dog,Canine,Mammal,Animal
189,Lakeland terrier,True,toy terrier,Lakeland terrier,Maltese dog,tench,tench,Terrier,Lakeland Terrier,Dog,Canine,Mammal
18,magpie,True,tench,magpie,tench,tench,magpie,bird,magpie,passerine bird,corvidae,black-billed magpie
190,Sealyham terrier,True,Maltese dog,toy terrier,Sealyham terrier,tench,tench,dog,terrier,sealyham terrier,animal,mammal
191,Airedale,True,Airedale,toy terrier,Maltese dog,tench,tench,Airedale,Terrier,Dog,Mammal,Animal
192,cairn,True,Maltese dog,toy terrier,cairn,tench,tench,dog,terrier,cairn terrier,animal,mammal
193,Australian terrier,False,toy terrier,tench,Maltese dog,tench,tench,Terrier,Canine,Dog,Mammal,Animal
194,Dandie Dinmont,True,Dandie Dinmont,toy terrier,tench,tench,tench,Dandie Dinmont,Terrier,Canine,Animal,Mammal
195,Boston bull,True,Maltese dog,toy terrier,Boston bull,toy terrier,tench,Dog,Terrier,Boston Bull Terrier,Bull Terrier,Canine
196,miniature schnauzer,True,Maltese dog,toy terrier,miniature schnauzer,tench,tench,dog,terrier,miniature schnauzer,animal,mammal
197,giant schnauzer,True,Maltese dog,giant schnauzer,tench,toy terrier,tench,Dog,Giant Schnauzer,Canine,Terrier,Animal
198,standard schnauzer,True,tench,standard schnauzer,Maltese dog,toy terrier,miniature schnauzer,Canine,Standard Schnauzer,Dog,Terrier,Schnauzer
199,Scotch terrier,True,toy terrier,Scotch terrier,Maltese dog,tench,tench,Terrier,Scotch Terrier,Dog,Canine,Mammal
19,chickadee,True,tench,chickadee,chickadee,tench,tench,bird,chickadee,black-capped chickadee,animal,mammal
1,goldfish,True,goldfish,tench,tench,Maltese dog,tench,goldfish,animal,mammal,dog,domesticated mammal
20,water ouzel,True,tench,water ouzel,tench,tench,tench,bird,water ouzel,Passeriformes,Troglodytidae,Troglodytes troglodytes
21,kite,False,tench,tench,red wolf,tench,tench,bird,parrot,red parrot,animal,mammal
22,bald eagle,True,tench,bald eagle,tench,tench,tench,bird,eagle,bald_eagle,animal,mammal
23,vulture,True,tench,vulture,tench,tench,tench,bird,vulture,black_vulture,coragyps_atriensis,animal
24,great grey owl,True,tench,great grey owl,tench,tench,tench,bird,great grey owl,Strigiformes,Aegolius,A. albescens
25,European fire salamander,True,European fire salamander,tench,tench,tench,tench,European fire salamander,Salamanders,Amphibians,Reptiles,Animals
26,common newt,True,common newt,tench,tench,tench,tench,Common Newt,Salamandridae,Amphibians,Reptiles,Animals
27,eft,False,tench,bald eagle,tench,tench,tench,bird,eagle,animal,bird of prey,animal
28,spotted salamander,False,tench,tench,tench,tench,tench,Salamanders,Amphibians,Reptiles,Animals,Wildlife
29,axolotl,False,tench,amphibian,tench,tench,tench,Reptile,Amphibian,Animal,Vertebrate,Mammal
2,great white shark,True,tiger shark,great white shark,tench,tench,tench,shark,great white,animal,mammal,vertebrate
30,bullfrog,True,tench,amphibian,bullfrog,tench,tench,Reptile,Amphibian,Bullfrog,Anura,Rana catesbeiana
31,tree frog,False,tench,tench,tench,tench,tench,tree_frog,treefrog,tree_frogs,tree_frog_s,tree_frog_
32,tailed frog,False,tree frog,tench,amphibian,tench,tench,frog,tail,amphibian,animal,mammal
33,loggerhead,True,loggerhead,sea snake,tench,tench,tench,Loggerhead Sea Turtle,Sea Turtles,Turtles,Reptiles,Animals
34,leatherback turtle,True,leatherback turtle,tench,tench,tench,tench,turtle,reptile,animal,mammal,bird
35,mud turtle,False,leatherback turtle,tench,amphibian,tench,tench,turtle,reptile,amphibian,animal,mammal
36,terrapin,False,leatherback turtle,tench,amphibian,tench,tench,turtle,reptile,amphibian,animal,mammal
37,box turtle,True,leatherback turtle,box turtle,tench,amphibian,tench,turtle,box turtle,reptile,amphibian,animal
38,banded gecko,True,tench,frilled lizard,banded gecko,banded gecko,tench,Reptile,Lizard,Gecko,Banded Gecko,Gekkonidae
39,common iguana,False,tench,tench,tench,tench,tench,Iguanas,Reptiles,Animals,Wildlife,Fauna
3,tiger shark,True,tiger shark,tiger shark,anemone fish,tench,tench,Tiger Shark,Shark,Fish,Animals,Wildlife
40,American chameleon,True,tench,frilled lizard,American chameleon,tench,tench,Reptile,Lizard,American Chameleon,Chamaeleo calyptratus,Animal
41,whiptail,True,tench,tench,frilled lizard,whiptail,tench,Animal,Reptile,Lizard,Whiptail Lizard,Cnemidophorus
42,agama,True,agama,frilled lizard,tench,tench,tench,Agama,Lizard,Reptile,Animal,Vertebrate
43,frilled lizard,True,frilled lizard,frilled lizard,tench,tench,amphibian,frilled lizard,lizard,reptile,animal,amphibian
44,alligator lizard,True,tench,frilled lizard,alligator lizard,tench,tench,Reptile,Lizard,Alligator Lizard,None,None
45,Gila monster,True,tench,frilled lizard,Gila monster,tench,tench,Reptile,Lizard,Gila Monster,Animal,Mammal
46,green lizard,True,frilled lizard,green lizard,tench,tench,amphibian,lizard,green,animal,reptile,amphibian
47,African chameleon,True,American chameleon,African chameleon,tench,tench,tench,chameleon,African chameleon,Reptile,Animal,Mammal
48,Komodo dragon,True,tench,frilled lizard,Komodo dragon,tench,tench,Reptile,Lizard,Komodo Dragon,Animal,Mammal
49,African crocodile,True,tench,African crocodile,tench,tench,tench,crocodiles,african crocodile,reptile,animal,mammal
4,hammerhead,True,hammerhead,anemone fish,tench,tench,tench,hammerhead shark,fish,animal,vertebrate,mammal
50,American alligator,True,American alligator,tench,tench,tench,tench,American Alligator,Reptile,Animal,Mammal,Carnivore
51,triceratops,True,tench,triceratops,tench,tench,tench,Dinosaur,Triceratops,None,None,None
52,thunder snake,True,tench,tench,thunder snake,tench,tench,Reptiles,Snakes,Thunder snakes,Colubridae,Elaphe obsoleta
53,ringneck snake,False,tench,tench,tench,thunder snake,tench,Reptiles,Serpentes,Colubridae,Ring-necked Snake,Diadophis punctatus
54,hognose snake,True,thunder snake,hognose snake,tench,tench,amphibian,snake,hognose,reptile,animal,amphibian
55,green snake,True,tench,thunder snake,green snake,tench,tench,Reptile,Snake,Green Snake,Colubridae,Non-venomous
56,king snake,True,tench,thunder snake,king snake,tench,tench,Reptile,Snake,King Snake,Colubridae,Elaphe
57,garter snake,True,thunder snake,garter snake,tench,tench,tench,snake,garter,reptile,animal,wildlife
58,water snake,True,tench,thunder snake,water snake,tench,tench,Reptile,Snake,Water Snake,Colubridae,Natrix natrix
59,vine snake,True,thunder snake,vine snake,tench,tench,tree frog,snake,vine,bird,insect,frog
5,electric ray,True,electric ray,anemone fish,anemone fish,tench,electric ray,Electric Ray,Fish,Bony Fish,Actinopterygii,Ray-finned fishes
60,night snake,True,tench,thunder snake,night snake,tench,tench,Reptile,Snake,Night Snake,Colubridae,Colubrinae
61,boa constrictor,False,thunder snake,tench,tench,tench,tench,snake,boa_constrictor,reptile,animal,mammal
62,rock python,True,tench,thunder snake,rock python,tench,tench,Reptile,Snake,Rock Python,Pythonidae,Serpentes
63,Indian cobra,True,tench,thunder snake,Indian cobra,tench,tench,Reptile,Snake,Indian Cobra,Naja naja,Serpentes
64,green mamba,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,mammal,carnivore
65,sea snake,True,tench,thunder snake,sea snake,tench,tench,Reptile,Snake,Sea Snake,Laticauda colubrina,Venomous
66,horned viper,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,wildlife,herpetology
67,diamondback,True,tench,thunder snake,diamondback,tench,tench,Reptile,Snake,Diamondback Rattlesnake,Crotalus atrox,Animal
68,sidewinder,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,wildlife,creatures
69,trilobite,True,tench,tench,trilobite,tench,tench,Animal,Insect,Trilobite,Arthropod,Crustacean
6,stingray,True,anemone fish,tench,stingray,anemone fish,tench,fish,rays,stingray,marine fish,cartilaginous fishes
70,harvestman,False,tench,tench,tench,tench,tench,Arachnida,Opiliones,Harvestmen,None,None
71,scorpion,True,tench,tench,scorpion,scorpion,tench,Arthropod,Insect,Scorpion,False Head Scorpion,Pandinus imperator
72,black and gold garden spider,True,tench,garden spider,black and gold garden spider,tench,tench,Araneae,Garden spiders,Black and Gold Garden Spider,Araneidae,Arachnids
73,barn spider,False,tench,tench,tench,tench,tench,Araneae,Arthropods,Animals,Invertebrates,Ecdysozoa
74,garden spider,False,barn spider,tench,tench,tench,tench,spider,araneae,arthropod,invertebrate,animal
75,black widow,True,tench,barn spider,black widow,tench,tench,Arachnida,Spider,Black Widow Spider,Latrodectus mactans,Theridiidae
76,tarantula,False,tench,tench,tench,tench,tench,Arachnida,Tarantulas,None,None,None
77,wolf spider,True,tench,wolf spider,tench,tench,tench,Araneae,Wolf Spider,Lycosidae,Animal,Mammal
78,tick,True,tick,tench,tench,tench,tench,tick,null,null,null,null
79,centipede,True,centipede,tench,tench,tench,tench,centipede,false,false,false,false
7,cock,False,tench,tench,tench,tench,tench,bird,cockatoo,galah cockatoo,animal,mammal
80,black grouse,True,tench,tench,black grouse,tench,tench,Birds,Gamebirds,Black Grouse,Tetrao tetrix,Galliformes
81,ptarmigan,True,ptarmigan,tench,tench,tench,tench,ptarmigan,bird,animal,wildlife,vertebrate
82,ruffed grouse,True,tench,ruffed grouse,tench,tench,tench,bird,ruffed grouse,null,null,null
83,prairie chicken,True,tench,prairie chicken,prairie chicken,tench,tench,bird,chicken,prairie chicken,galliformes,domesticated bird
84,peacock,True,tench,tench,tench,peacock,tench,bird,peafowl,animal,peacock,bird
85,quail,True,tench,quail,tench,tench,tench,bird,quail,animal,wildlife,feathered
86,partridge,True,tench,partridge,tench,partridge,tench,bird,partridge,bird,partridge,bird
87,African grey,True,African grey,tench,tench,tench,tench,African Grey Parrot,Bird,Animal,Vertebrate,Mammal
88,macaw,True,tench,tench,macaw,macaw,tench,bird,parrot,macaw,blue-and-yellow-macaw,animal
89,sulphur-crested cockatoo,True,tench,tench,sulphur-crested cockatoo,tench,tench,bird,cockatoo,sulphur crested cockatoo,animal,wildlife
8,hen,True,tench,prairie chicken,hen,tench,tench,bird,chicken,hen,animal,domesticated_animal
90,lorikeet,True,tench,lorikeet,tench,tench,tench,bird,lorikeet,parrot,animal,beak
91,coucal,True,tench,coucal,tench,tench,tench,bird,coucal,unknown,unknown,unknown
92,bee eater,True,tench,bee eater,bee eater,tench,tench,bird,bee-eater,green bee-eater,animal,vertebrate
93,hornbill,True,tench,hornbill,tench,tench,tench,bird,hornbill,Bucerotidae,animal,vertebrate
94,hummingbird,True,tench,hummingbird,tench,tench,tench,Bird,Hummingbird,None,None,None
95,jacamar,True,tench,jacamar,tench,tench,tench,bird,jacamar,unknown,unknown,unknown
96,toucan,True,tench,toucan,tench,tench,tench,bird,toucan,animal,beak,feathered
97,drake,True,tench,drake,tench,tench,tench,bird,drake,duck,animal,domesticated animal
98,red-breasted merganser,True,tench,tench,red-breasted merganser,tench,tench,bird,waterfowl,red-breasted merganser,Anseriformes,Mergus serrator
99,goose,True,tench,goose,tench,tench,tench,bird,goose,animal,domesticated_animal,mammal
9,ostrich,True,tench,ostrich,tench,tench,tench,bird,ostrich,animal,wildlife,beak
