Index,True_Label,Match,Class_1,Class_2,Class_3,Class_4,Class_5,llm_1,llm_2,llm_3,llm_4,llm_5
163,bloodhound,True,Maltese dog,tench,bloodhound,tench,tench,dog,breed,bloodhound,animal,mammal
164,bluetick,True,Maltese dog,bluetick,cocker spaniel,Japanese spaniel,tench,dog,bluetick,cocker spaniel,spaniel,breed
165,black-and-tan coonhound,True,Maltese dog,cocker spaniel,black-and-tan coonhound,tench,tench,dog,cocker spaniel,black-and-tan coonhound,breed,animal
166,Walker hound,False,Maltese dog,tench,tench,tench,tench,dog,walker_hound,canine,animal,mammal
167,English foxhound,True,Maltese dog,English foxhound,tench,tench,tench,dog,English Foxhound,Canis lupus familiaris,mammal,animal
168,redbone,True,Maltese dog,tench,redbone,cocker spaniel,toy terrier,dog,breed,redbone,cocker spaniel,terrier
169,borzoi,True,Maltese dog,tench,borzoi,tench,tench,dog,breed,borzoi,canine,animal
16,bulbul,True,tench,bulbul,bulbul,tench,tench,bird,bulbul,common bulbul,pycnonotidae,passerine bird
170,Irish wolfhound,True,tench,Maltese dog,Irish wolfhound,tench,tench,Canine,Dog,Irish Wolfhound,Mammal,Animal
171,Italian greyhound,False,Maltese dog,tench,tench,tench,tench,Dog,Canine,Mammal,Animal,Pet
172,whippet,True,Maltese dog,whippet,tench,tench,tench,dog,whippet,canine,animal,mammal
173,Ibizan hound,True,Maltese dog,tench,Ibizan hound,tench,tench,dog,breed,Ibizan Hound,Canis lupus familiaris,animal
174,Norwegian elkhound,True,tench,Maltese dog,Norwegian elkhound,tench,African hunting dog,Canine,Dog,Norwegian Elkhound,Spitz,Hunting Dog
175,otterhound,True,Maltese dog,tench,otterhound,tench,tench,dog,breed,otterhound,canine,mammal
176,Saluki,True,Saluki,Maltese dog,tench,tench,tench,Saluki,Dog,Canine,Animal,Mammal
177,Scottish deerhound,True,tench,Scottish deerhound,Maltese dog,tench,tench,Canine,Scottish Deerhound,Dog,Mammal,Animal
178,Weimaraner,True,Maltese dog,tench,Weimaraner,tench,tench,dog,breed,Weimaraner,canine,animal
179,Staffordshire bullterrier,False,Maltese dog,toy terrier,American Staffordshire terrier,tench,toy terrier,Dog,Bull Terrier,Staffordshire Bull Terrier,Canine,Terrier
17,jay,True,tench,jay,tench,tench,tench,bird,jay,corvidae,passeriformes,animal
180,American Staffordshire terrier,True,American Staffordshire terrier,tench,tench,tench,tench,American Staffordshire Terrier,None,None,None,None
181,Bedlington terrier,True,Bedlington terrier,Maltese dog,toy terrier,tench,tench,Bedlington Terrier,Dog,Terrier,Canine,Mammal
182,Border terrier,True,Border terrier,Maltese dog,tench,tench,tench,Border Terrier,Dog,Canine,Mammal,Animal
183,Kerry blue terrier,True,Maltese dog,toy terrier,Kerry blue terrier,tench,tench,dog,terrier,kerry blue terrier,animal,mammal
184,Irish terrier,True,Irish terrier,Maltese dog,tench,tench,tench,Irish Terrier,Dog,Mammal,Animal,Vertebrate
185,Norfolk terrier,True,toy terrier,Norfolk terrier,Maltese dog,tench,tench,Terrier,Norfolk Terrier,Dog,Canine,Mammal
186,Norwich terrier,True,Norwich terrier,tench,tench,tench,tench,Norwich Terrier,null,null,null,null
187,Yorkshire terrier,True,Maltese dog,toy terrier,Yorkshire terrier,Maltese dog,tench,Dog,Terrier,Yorkshire Terrier,Small dog,Pet
188,wire-haired fox terrier,True,wire-haired fox terrier,tench,tench,tench,tench,wire-haired fox terrier,null,null,null,null
189,Lakeland terrier,True,Maltese dog,toy terrier,Lakeland terrier,tench,tench,dog,terrier,lakeland terrier,animal,mammal
18,magpie,False,tench,tench,tench,tench,tench,bird,animal,feathered,beak,eye
190,Sealyham terrier,True,Maltese dog,toy terrier,Sealyham terrier,tench,tench,dog,terrier,sealyham terrier,animal,mammal
191,Airedale,True,Airedale,toy terrier,Maltese dog,tench,tench,Airedale,Terrier,Dog,Mammal,Animal
192,cairn,False,rock python,mountain bike,tench,tench,tench,rock,mountain,landmark,outdoor,nature
193,Australian terrier,True,Maltese dog,toy terrier,Australian terrier,tench,tench,dog,terrier,australian terrier,breed,animal
194,Dandie Dinmont,False,dalmatian,Maltese dog,tench,tench,tench,Dalmatian,Dog,Animal,Mammal,Canine
195,Boston bull,False,tench,tench,tench,Maltese dog,French bulldog,Animal,Mammal,Carnivore,Dog,Bulldog
196,miniature schnauzer,True,Maltese dog,toy terrier,miniature schnauzer,tench,tench,dog,terrier,miniature schnauzer,animal,mammal
197,giant schnauzer,True,giant schnauzer,tench,tench,tench,tench,giant schnauzer,none,none,none,none
198,standard schnauzer,True,Maltese dog,standard schnauzer,tench,tench,tench,dog,standard schnauzer,animal,mammal,canine
199,Scotch terrier,True,Maltese dog,toy terrier,Scotch terrier,toy terrier,tench,Dog,Terrier,Scotch Terrier,Scottish Terrier,Scottie
19,chickadee,True,tench,chickadee,chickadee,tench,tench,bird,chickadee,black-capped chickadee,animal,mammal
1,goldfish,True,goldfish,tench,tench,Maltese dog,tench,goldfish,animal,mammal,dog,bird
20,water ouzel,True,tench,water ouzel,tench,tench,tench,bird,water ouzel,passeriformes,musophagidae,passerine bird
21,kite,False,tench,tench,car mirror,Maltese dog,Indian elephant,airplane,boat,car,dog,elephant
22,bald eagle,True,tench,bald eagle,tench,tench,tench,bird,eagle,bald_eagle,animal,mammal
23,vulture,True,tench,vulture,tench,tench,tench,bird,vulture,black_vulture,corvidae,accipitridae
24,great grey owl,True,tench,tench,tench,great grey owl,tench,bird,raptor,owl,great grey owl,strigiformes
25,European fire salamander,True,European fire salamander,tench,tench,tench,tench,European Fire Salamander,Salamanders,Amphibians,Reptiles,Animals
26,common newt,True,common newt,amphibian,tench,tench,tench,newt,amphibian,animal,mammal,reptile
27,eft,False,tench,bald eagle,bald eagle,tench,tench,bird,eagle,golden eagle,animal,mammal
28,spotted salamander,True,spotted salamander,amphibian,tench,tench,tench,Spotted Salamander,Amphibian,Animal,Reptile,Mammal
29,axolotl,False,amphibian,tench,tench,tench,tench,amphibian,salient,animal,mammal,carnivore
2,great white shark,True,tiger shark,great white shark,anemone fish,tench,tench,shark,great white shark,fish,animal,vertebrate
30,bullfrog,True,bullfrog,tench,tench,tench,tench,Bullfrog,None,None,None,None
31,tree frog,True,tench,tree frog,amphibian,tench,tench,tree_frog,frog,amphibian,animal,carnivore
32,tailed frog,False,tree frog,tench,amphibian,tench,tench,frog,tail,amphibian,animal,mammal
33,loggerhead,True,tench,tench,loggerhead,tench,tench,bird,waterfowl,loggerhead,duck,bird
34,leatherback turtle,True,leatherback turtle,tench,tench,tench,tench,turtle,reptile,animal,mammal,bird
35,mud turtle,True,tench,leatherback turtle,mud turtle,tench,tench,Reptile,Turtle,Mud Turtle,Chelydridae,Testudines
36,terrapin,False,leatherback turtle,tench,tench,amphibian,tench,turtle,reptile,animal,amphibian,mammal
37,box turtle,True,leatherback turtle,box turtle,tench,amphibian,tench,turtle,box turtle,reptile,amphibian,animal
38,banded gecko,True,banded gecko,banded gecko,tench,tench,frilled lizard,gecko,banded,animal,reptile,lizard
39,common iguana,True,common iguana,tench,tench,amphibian,frilled lizard,iguana,reptile,animal,amphibian,lizard
3,tiger shark,True,tiger shark,tiger shark,anemone fish,tench,tench,Tiger Shark,Shark,Fish,Animal,Mammal
40,American chameleon,True,tench,frilled lizard,American chameleon,tench,tench,Reptile,Lizard,American Chameleon,Chamaeleo calyptratus,Animal
41,whiptail,False,tench,tench,tench,tench,tench,bird,whippoorwill,whip-poor-will,bird,land bird
42,agama,True,agama,tench,tench,tench,tench,Agama,None,None,None,None
43,frilled lizard,True,frilled lizard,frilled lizard,tench,tench,amphibian,frilled lizard,lizard,reptile,animal,amphibian
44,alligator lizard,True,frilled lizard,alligator lizard,tench,tench,amphibian,lizard,alligator,reptile,animal,amphibian
45,Gila monster,True,tench,frilled lizard,Gila monster,tench,tench,Reptile,Lizard,Gila Monster,Animal,Mammal
46,green lizard,True,frilled lizard,green lizard,tench,tench,amphibian,lizard,green,animal,reptile,amphibian
47,African chameleon,True,African chameleon,tench,tench,tench,tench,African chameleon,None,None,None,None
48,Komodo dragon,True,tench,frilled lizard,Komodo dragon,tench,tench,Reptile,Lizard,Komodo Dragon,Animal,Mammal
49,African crocodile,False,tench,tench,tench,tench,tench,crocodiles,animals,wildlife,reptiles,amphibians
4,hammerhead,True,hammerhead,tiger shark,anemone fish,tench,tench,hammerhead shark,shark,fish,animal,vertebrate
50,American alligator,True,American alligator,tench,tench,tench,tench,American Alligator,Reptile,Crocodilian,Animal,Mammal
51,triceratops,True,tench,triceratops,tench,tench,tench,Dinosaur,Triceratops,None,None,None
52,thunder snake,True,thunder snake,tench,tench,tench,tench,snake,thunderstorm,clouds,sky,weather
53,ringneck snake,False,thunder snake,thunder snake,boa constrictor,thunder snake,thunder snake,snake,ring-necked snake,Coluber constrictor mormon,ring-necked snake,ring-necked snake
54,hognose snake,True,thunder snake,hognose snake,tench,tench,tench,snake,hognose,reptile,animal,wildlife
55,green snake,False,thunder snake,green lizard,tench,tench,tench,snake,green,animal,reptile,wildlife
56,king snake,True,tench,thunder snake,king snake,tench,tench,Reptile,Snake,King Snake,Colubridae,Elaphe
57,garter snake,True,tench,thunder snake,garter snake,tench,tench,Reptile,Snake,Garter Snake,Colubridae,Animal
58,water snake,False,thunder snake,water ouzel,tench,tench,amphibian,snake,water,animal,reptile,amphibian
59,vine snake,True,thunder snake,vine snake,tench,tench,tench,snake,vine,reptile,animal,wildlife
5,electric ray,True,electric ray,anemone fish,anemone fish,tench,electric ray,Electric Ray,Fish,Bony Fish,Actinopterygii,Ray-finned fishes
60,night snake,True,thunder snake,night snake,tench,tench,tench,snake,night,animal,reptile,carnivore
61,boa constrictor,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,wildlife,herpetology
62,rock python,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,wildlife,creatures
63,Indian cobra,True,tench,thunder snake,Indian cobra,Indian cobra,tench,Reptile,Snake,Cobra,Indian Cobra,Naja naja
64,green mamba,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,mammal,carnivore
65,sea snake,True,thunder snake,sea snake,tench,tench,tench,snake,sea,animal,reptile,wildlife
66,horned viper,False,tench,tench,tench,tench,tench,viperidae,reptiles,animals,creatures,wildlife
67,diamondback,True,diamondback,tench,thunder snake,tench,tench,diamondback,rattlesnake,snake,reptile,animal
68,sidewinder,False,thunder snake,tench,tench,tench,tench,snake,reptile,animal,wildlife,creatures
69,trilobite,False,tench,tench,tench,tench,tench,trilobites,invertebrates,animals,creatures,living things
6,stingray,True,anemone fish,tench,stingray,anemone fish,tench,fish,rays,stingray,marine fish,cartilaginous fishes
70,harvestman,False,tench,tench,tench,tench,tench,Arachnida,Opiliones,Dugesiidae,Harvestmen,Dugesia
71,scorpion,True,tench,tench,scorpion,scorpion,tench,Arthropod,Insect,Scorpion,False Scorpion,Pandinus imperator
72,black and gold garden spider,True,tench,garden spider,black and gold garden spider,tench,tench,Araneae,Garden spiders,Black and gold garden spiders,Araneidae,Araneoidea
73,barn spider,True,tench,barn spider,barn spider,tench,tench,Araneae,Barn Spider,Spider,Animal,Invertebrate
74,garden spider,True,tench,garden spider,tench,tench,tench,Araneae,Garden Spider,Arachnida,Euarthropoda,Animalia
75,black widow,False,barn spider,tench,tench,tench,tench,spider,animal,invertebrate,arthropod,arachnid
76,tarantula,False,tench,tench,tench,tench,tench,Arachnid,Insect,Animal,Crawling Animal,Arthropod
77,wolf spider,True,tench,wolf spider,tench,tench,tench,Araneae,Wolf Spider,Lycosidae,Arachnida,Animal
78,tick,True,tick,tench,tench,tench,tench,tick,insect,animal,arthropod,creepy crawly
79,centipede,True,centipede,tench,tench,tench,tench,centipede,null,null,null,null
7,cock,False,tench,tench,tench,tench,tench,bird,cockatoo,cockatoo (Cacatua goffiniana),animal,mammal
80,black grouse,True,tench,black grouse,tench,tench,tench,bird,black grouse,animal,mammal,bird of prey
81,ptarmigan,True,tench,ptarmigan,ptarmigan,tench,tench,bird,ptarmigan,rock ptarmigan,animal,wildlife
82,ruffed grouse,True,tench,ruffed grouse,tench,tench,tench,bird,ruffed grouse,null,null,null
83,prairie chicken,True,tench,prairie chicken,prairie chicken,tench,tench,bird,chicken,prairie,poultry,domesticated_fowl
84,peacock,True,tench,tench,tench,tench,peacock,bird,peafowl,animal,feathered,peacock
85,quail,True,tench,quail,tench,tench,wild boar,bird,quail,small bird,animal,wild animal
86,partridge,True,tench,partridge,tench,tench,tench,bird,partridge,null,null,null
87,African grey,True,tench,tench,African grey,tench,tench,bird,parrot,african grey parrot,animal,mammal
88,macaw,True,tench,tench,macaw,macaw,tench,bird,parrot,macaw,blue-and-yellow-macaw,animal
89,sulphur-crested cockatoo,True,tench,tench,sulphur-crested cockatoo,tench,tench,bird,cockatoo,sulphur crested cockatoo,parrot,animal
8,hen,True,tench,prairie chicken,hen,tench,tench,bird,chicken,hen,animal,domesticated_animal
90,lorikeet,True,tench,lorikeet,tench,tench,tench,bird,lorikeet,parrot,psittaciformes,animal
91,coucal,True,tench,coucal,coucal,coucal,coucal,bird,coucal,coucal,coucal,coucal
92,bee eater,True,tench,bee eater,tench,tench,tench,bird,bee-eater,merops apiaster,animal,vertebrate
93,hornbill,True,tench,hornbill,tench,tench,feather boa,bird,hornbill,animal,beak,feather
94,hummingbird,False,tench,tench,tench,tench,wing,bird,animal,feathered,beak,wing
95,jacamar,True,tench,jacamar,tench,tench,tench,bird,jacamar,unknown,unknown,unknown
96,toucan,True,tench,toucan,tench,tench,feather boa,bird,toucan,animal,beak,feather
97,drake,True,tench,drake,tench,goose,black swan,bird,drake,duck,goose,swan
98,red-breasted merganser,True,tench,tench,red-breasted merganser,tench,tench,bird,waterfowl,red-breasted merganser,animal,mammal
99,goose,True,tench,goose,tench,tench,tench,bird,goose,animal,domesticated_animal,waterfowl
9,ostrich,True,tench,ostrich,tench,tench,tench,bird,ostrich,animal,wildlife,beak
