Index,True_Label,Match,Class_1,Class_2,llm_1,llm_2
120,fiddler crab,True,fiddler crab,tench,"The image depicts a small crustacean with a distinctive claw, likely a fiddler crab.",Arthropoda
121,king crab,False,hen-of-the-woods,tench,"The image depicts a crustacean, likely a type of crab or lobster, with its body covered in shell fragments. The animal's legs are visible, and it appears to be situated on the ocean floor.",Crustacean
122,American lobster,False,plate,crayfish,"The image depicts a plate of food, featuring a large shrimp or prawn as its centerpiece.",Crayfish
123,spiny lobster,False,hen-of-the-woods,tench,"The image shows a close-up of a crustacean with long, thin legs and antennae.",Crustacean
124,crayfish,False,Dungeness crab,tench,"The image depicts a greenish-brown crustacean with long antennae, likely a type of crab or lobster.",Crustacean
125,hermit crab,False,hand blower,Dungeness crab,"The image shows a hand holding a small, brownish-yellow object with a long, curved tail.",Crab
126,isopod,False,tench,tench,"The image depicts a small, armored creature with a rounded body and six legs.",Isopoda
127,white stork,True,white stork,white stork,"The image depicts a white stork standing on grass, with its head turned to the left.",stork
128,black stork,True,black widow,black stork,"The image depicts a bird with distinctive red legs, a long beak, and a white body with black wings. It appears to be standing on one leg, possibly preparing to take flight.",Black Stork
129,spoonbill,False,neck brace,wooden spoon,"The image depicts a bird with distinctive pink feathers on its wings, neck, and head, accompanied by a long, flat bill.",Spoon-billed Sandpiper
12,house finch,True,hen-of-the-woods,house finch,"The image shows a bird perched on a branch, with its body facing left and its head turned to face right. The bird has a distinctive red cap on its head, which is characteristic of the House Finch species.",House Finch
130,flamingo,True,water ouzel,flamingo,"The image depicts three birds with long necks and legs, standing in water.",Flamingo
131,little blue heron,False,neck brace,tench,"The image depicts a bird with a long neck and beak, standing in front of greenery.",Ardeidae
132,American egret,False,water ouzel,tench,"The image depicts a white bird with long neck and legs, standing in shallow water.",Ardeidae
133,bittern,True,water ouzel,bittern,"The image depicts a bird with brown and white feathers, standing on one leg in shallow water.",Bittern
134,crane,True,water ouzel,crane,"A bird with a long neck and legs, standing in shallow water.",Crane
135,limpkin,False,brown bear,tench,"The image depicts a bird with a long, curved beak and brown plumage.",Bird
136,European gallinule,False,black widow,tench,"The image depicts a bird with distinctive red legs, black plumage, and a long neck.",Rallidae
137,American coot,False,water ouzel,tench,"The image depicts a small bird with a black head, white neck ring, and brown body, standing on water surrounded by green vegetation.",bird
138,bustard,True,neck brace,bustard,"The image depicts a bird with a long neck and legs, standing in a field of tall grass.",Bustard
139,ruddy turnstone,False,black-and-tan coonhound,tench,"The image depicts a bird with distinctive black and white markings on its head, a reddish-brown back, and a long, pointed bill. It appears to be standing on one leg, possibly on a rock or other surface.",Turnstones
13,junco,True,junco,tench,"The image appears to be a close-up of a bird's head, possibly a Junco.",Bird
140,red-backed sandpiper,True,long-horned beetle,red-backed sandpiper,"The image depicts a bird with distinctive brown and white plumage, long legs, and a long beak. It appears to be standing on one leg, possibly wading through shallow water or mud.",Red-backed Sandpiper
141,redshank,True,water ouzel,redshank,"The image depicts a bird with a long, pointed beak and brown plumage, standing on one leg in shallow water.",Redshank
142,dowitcher,False,water ouzel,tench,"The image depicts a small bird with a long, straight bill and brownish-gray plumage, standing in shallow water.",Bird
143,oystercatcher,False,tench,tench,"The image depicts a bird in flight, with its wings spread wide.",Bird
144,pelican,True,pelican,pelican,"The image depicts a bird with a long beak, likely a pelican.",Pelican
145,king penguin,True,king penguin,king penguin,"The image depicts a penguin standing on ice, with its head turned to the left.",Penguin
146,albatross,True,albatross,albatross,"The image depicts a white bird with a distinctive beak, likely an albatross.",Albatross
147,grey whale,False,tench,tench,"The image depicts a large, dark-colored animal with a long tail and a rounded body.",Cetacea
148,killer whale,True,killer whale,tench,"The image depicts a killer whale swimming in the ocean, with its dorsal fin visible above the water's surface.",Cetacea
149,dugong,False,tench,tench,"The image depicts a large marine mammal with a rounded body, flippers, and a long snout.",Cetacea
14,indigo bunting,True,hen-of-the-woods,indigo bunting,"The image shows a blue bird perched on a branch, with its head turned towards the right side of the frame.",Indigo Bunting
150,sea lion,False,tench,tench,"The image depicts a seal lying on its stomach, facing left.",Seal
151,Chihuahua,True,Chihuahua,Chihuahua,"The image depicts a small dog with large ears, likely a Chihuahua.",Chihuahua
152,Japanese spaniel,True,muzzle,Japanese spaniel,"The image appears to be a close-up of a dog's face, with a white muzzle and dark eyes.",Japanese Spaniel
153,Maltese dog,True,white stork,Maltese dog,"The image shows a small, fluffy white dog with dark eyes and nose.",Dog
154,Pekinese,False,Maltese dog,Maltese dog,"The image depicts a dog with long, dark fur and a flat face.",Dog
155,Shih-Tzu,True,Shih-Tzu,Maltese dog,"The image depicts a small dog with long fur, resembling a Shih Tzu.",Dog
156,Blenheim spaniel,True,Blenheim spaniel,Blenheim spaniel,"The image depicts a dog with a white coat and brown patches, resembling a Blenheim spaniel.",Blenheim Spaniel
157,papillon,False,hen-of-the-woods,Maltese dog,"The image depicts a dog with a distinctive butterfly ear shape, which is characteristic of the Papillon breed.",Dog
158,toy terrier,False,Doberman,Doberman,"The image depicts a dog, specifically a Doberman Pinscher.",Doberman Pinscher
159,Rhodesian ridgeback,False,hen-of-the-woods,Maltese dog,"The image depicts a dog with a distinctive ridge of hair running along its back, which is consistent with the characteristics of a Rhodesian Ridgeback.",Dog
15,robin,False,head cabbage,tench,"The image depicts a bird perched on a branch, with its body facing left and its head turned towards the right.",Bird
160,Afghan hound,True,Maltese dog,Afghan hound,"The image depicts a dog with long, fluffy fur and a distinctive head shape.",Afghan Hound
161,basset,False,Maltese dog,Maltese dog,"The image depicts a dog with long, floppy ears and a short snout.",Dog
162,beagle,False,black widow,tench,"The image depicts a dog with floppy ears, a black nose, and brown fur.",Canine
163,bloodhound,False,Maltese dog,Maltese dog,"The image depicts a woman sitting on the ground with her legs crossed, accompanied by a large dog standing behind her.",Dog
164,bluetick,False,tench,tench,"The image depicts two dogs, one with its tongue out, standing in a grassy field.",Coonhound
165,black-and-tan coonhound,True,black-and-tan coonhound,black-and-tan coonhound,"The image depicts a dog with a distinctive black and tan coat, featuring a long, floppy ear on its left side. The dog's nose appears to be black, and its mouth is slightly open, revealing some teeth.",Black-and-tan coonhound
166,Walker hound,False,Maltese dog,tench,"The image depicts a dog with a distinctive brown and white coat, featuring floppy ears and a long snout. The dog's body language suggests that it is alert and possibly barking or howling.",Canis lupus familiaris
167,English foxhound,True,chest,English foxhound,"The image depicts a dog with a white chest, brown ears, and a black nose.",English Foxhound
168,redbone,False,tench,tench,"The image shows two dogs with floppy ears, likely Dachshunds",Dachshund
169,borzoi,False,Maltese dog,Maltese dog,"The image depicts a dog with long, flowing fur and a slender build, standing outdoors on grass.",Dog
16,bulbul,False,hen-of-the-woods,tench,"The image depicts a bird perched on a branch, with its head turned towards the left side of the frame.",Bird
170,Irish wolfhound,False,Maltese dog,Maltese dog,"The image depicts a dog with a long, shaggy coat and floppy ears.",Dog
171,Italian greyhound,False,Maltese dog,Maltese dog,"The image depicts a dog with a short, smooth coat and erect ears.",Dog
172,whippet,True,hen-of-the-woods,whippet,"The image depicts a dog with a long, slender body and short legs, which are characteristic of the Whippet breed. The dog's coat appears to be white with brown markings, consistent with the typical coloration of Whippets.",Whippet
173,Ibizan hound,True,orange,Ibizan hound,"The image depicts a white dog with brown spots on its ears, wearing an orange collar, standing outdoors.",Ibizan Hound
174,Norwegian elkhound,False,black widow,tench,"The image depicts a dog with white fur, pointed ears, and a black nose.",Canine
175,otterhound,True,otterhound,tench,"The image appears to be a close-up of a dog's face, possibly an Otterhound.",Canine
176,Saluki,True,Maltese dog,Saluki,"The image depicts a dog with long, floppy ears and a short snout.",Saluki
177,Scottish deerhound,False,Maltese dog,toy terrier,"The image depicts a dog with long, shaggy fur and a distinctive beard-like feature on its chin.",Terrier
178,Weimaraner,True,Maltese dog,Weimaraner,"The image depicts a dog with long, floppy ears and a short, smooth coat that is predominantly white or light-colored. The dog's nose is black, and its eyes are dark brown.",Weimaraner
179,Staffordshire bullterrier,False,American Staffordshire terrier,American Staffordshire terrier,"The image depicts a dog with a brown coat, white chest, and red collar, which appears to be a Staffordshire Bull Terrier.",Staffordshire Bull Terrier
17,jay,True,head cabbage,jay,"The image depicts a bird with blue feathers on its head, white feathers on its chest, and black feathers around its eyes. It has a distinctive crest on top of its head.",Blue Jay
180,American Staffordshire terrier,True,black widow,American Staffordshire terrier,"The image depicts a dog with a white coat, brown ears, and a black nose.",American Staffordshire Terrier
181,Bedlington terrier,True,white stork,Bedlington terrier,"The image depicts a dog with a distinctive white coat, long hair, and a beard.",Bedlington Terrier
182,Border terrier,False,fur coat,toy terrier,"The image depicts a dog with a distinctive coat pattern, featuring a mix of brown and black fur.",Terrier
183,Kerry blue terrier,False,hen-of-the-woods,toy terrier,"The image shows a person standing next to a dog, with the dog being the main focus of the photo.",Terrier
184,Irish terrier,False,hen-of-the-woods,toy terrier,"The image depicts a dog standing in the snow, with its head turned towards the camera.",Terrier
185,Norfolk terrier,False,black widow,toy terrier,"The image depicts a dog with a brown coat, black nose, and floppy ears.",Terrier
186,Norwich terrier,False,brown bear,toy terrier,"The image depicts a dog with a distinctive coat pattern, featuring a mix of light brown and dark brown fur.",Terrier
187,Yorkshire terrier,False,Maltese dog,Maltese dog,"The image shows a small dog with long hair, sitting on a red cushion.",Dog
188,wire-haired fox terrier,True,wire-haired fox terrier,wire-haired fox terrier,"The image depicts a dog with a distinctive wire-haired coat, which is consistent with the characteristics of a Wire-Haired Fox Terrier.",Wire-Haired Fox Terrier
189,Lakeland terrier,True,Lakeland terrier,toy terrier,"The image depicts a dog with a distinctive beard and mustache, which are characteristic features of the Lakeland Terrier breed.",Terrier
18,magpie,False,hen-of-the-woods,tench,"The image depicts two birds perched on a branch, with one bird facing away from the camera and the other facing towards it. The birds have black and white feathers, with distinctive markings on their heads.",Bird
190,Sealyham terrier,False,white stork,toy terrier,"The image depicts a dog with a white coat, floppy ears, and a long snout.",Terrier
191,Airedale,True,Airedale,toy terrier,"The image depicts a dog with a distinctive shaggy coat, which appears to be an Airedale Terrier.",Terrier
192,cairn,False,Maltese dog,toy terrier,"The image depicts a dog with a long, shaggy coat and floppy ears, sitting on the ground with its tongue hanging out.",Terrier
193,Australian terrier,False,hen-of-the-woods,toy terrier,"The image appears to be a close-up of an animal's face, possibly a dog, with a distinctive white coat and dark eyes. Based on the ImageNet categories, the most likely classification for this image is 'Terrier'.",Terrier
194,Dandie Dinmont,True,Dandie Dinmont,toy terrier,"The image appears to be a dog, specifically a Dandie Dinmont Terrier.",Terrier
195,Boston bull,False,Maltese dog,toy terrier,"The image depicts a dog with distinctive features, including large ears and a short snout.",Boston Terrier
196,miniature schnauzer,False,Maltese dog,toy terrier,"The image depicts a small dog with a distinctive beard and eyebrows, wearing a red collar.",Terrier
197,giant schnauzer,False,Maltese dog,toy terrier,"The image depicts a dog with a distinctive beard and eyebrows, standing on its hind legs.",Terrier
198,standard schnauzer,False,hen-of-the-woods,toy terrier,"The image depicts a dog with a distinctive beard and eyebrows, which are characteristic features of the Schnauzer breed.",Terrier
199,Scotch terrier,False,black widow,toy terrier,The image shows a woman holding a black dog.,Terrier
19,chickadee,False,black widow,tench,"The image depicts a small bird with a black cap on its head, white cheeks, and a gray back.",Bird
1,goldfish,True,orange,goldfish,"The image depicts a small, orange fish with blue fins and tail.",Goldfish
20,water ouzel,False,rock python,tench,"The image depicts a small bird with a distinctive black tail, perched on a branch or rock.",Bird
21,kite,False,hen-of-the-woods,tench,"The image appears to be a close-up of a pink flower, possibly a tulip or rose.",Flower
22,bald eagle,True,hen-of-the-woods,bald eagle,"The image depicts a bird of prey soaring through the sky, its wings spread wide.",Bald Eagle
23,vulture,False,tench,tench,"The image depicts a bird with its wings spread wide, perched atop a building.",Bird
24,great grey owl,False,white stork,tench,"The image depicts a bird with distinctive markings, including a white throat patch and dark eyespots on its wings.",Bird
25,European fire salamander,True,European fire salamander,tench,"The image depicts a European fire salamander, which belongs to the ImageNet category of 'Amphibians'.",Amphibians
26,common newt,False,spotted salamander,tench,"The image depicts a red salamander with a long tail, likely an Ambystoma tigrinum.",Salamanders
27,eft,False,orange,tench,"The image depicts a small, orange salamander-like creature with a long tail and short legs.",Reptile
28,spotted salamander,True,spotted salamander,amphibian,"The image depicts a black salamander with yellow spots, which is likely a spotted salamander.",Amphibian
29,axolotl,False,hen-of-the-woods,tench,"The image appears to be a close-up of an amphibian, possibly an axolotl, with its head facing towards the right side of the frame. The background is blurry and out of focus, but it seems to be a natural setting, such as water or vegetation.",Amphibians
2,great white shark,False,anemone fish,tench,"The image depicts a large, toothy fish with a distinctive shape and coloration.",Carcharhiniformes
30,bullfrog,False,tree frog,tench,"The image shows a close-up of a green frog's head, with its large eyes and mouth visible.",Anura
31,tree frog,True,tree frog,tree frog,"A close-up of a brown frog with large eyes, possibly a tree frog.",Tree Frog
32,tailed frog,False,hen-of-the-woods,tench,"The image depicts a frog with a long tail, which is consistent with the characteristics of a tailed frog. Based on the ImageNet categories, the most likely classification for this image is 'Anaxyrus boreas', also known as the Pacific tree frog or the red-legged frog.",Anaxyrus boreas
33,loggerhead,False,water ouzel,leatherback turtle,"The image depicts a sea turtle swimming in shallow water, with its head above the surface.",Sea Turtle
34,leatherback turtle,True,leatherback turtle,tench,The image depicts a leatherback turtle.,Reptile
35,mud turtle,True,mud turtle,leatherback turtle,"The image depicts a turtle with a brown shell, likely a mud turtle.",Turtle
36,terrapin,True,terrapin,leatherback turtle,"The image depicts a turtle, specifically a terrapin.",Turtle
37,box turtle,False,leatherback turtle,leatherback turtle,"The image depicts a close-up view of a turtle's head, with its shell partially visible.",Turtle
38,banded gecko,True,banded gecko,tench,"The image depicts a lizard, specifically a banded gecko.",Reptile
39,common iguana,False,hen-of-the-woods,tench,"The image depicts a close-up of an iguana's head, with its mouth open and tongue extended. The background is blurred, but appears to be greenery.",Iguanas
3,tiger shark,True,anemone fish,tiger shark,"The image depicts a large fish with a pointed snout, long tail, and distinctive stripes on its body.",Tiger Shark
40,American chameleon,False,green lizard,tench,"The image depicts a green lizard with a long tail, likely an Anole or Chameleon species.",Reptile
41,whiptail,False,tench,tench,"The image depicts a bird with a long, thin tail and a distinctive pattern on its back.",Bird
42,agama,True,agama,agama,"The image depicts a lizard with a long tail, likely a species of agama.",Agama
43,frilled lizard,False,banded gecko,tench,"The image depicts a small, arboreal reptile with a long tail and limbs, resembling a gecko or chameleon.",Reptile
44,alligator lizard,False,brown bear,frilled lizard,"The image depicts a reptile with a long, slender body and tail, featuring a mottled brown coloration.",Lizard
45,Gila monster,False,thunder snake,tench,"The image depicts a snake with a distinctive pattern of brown and black markings, which appears to be a venomous species.",Reptile
46,green lizard,True,green lizard,tench,"A close-up of a green lizard's head, with its eye looking directly at the camera.",Reptile
47,African chameleon,False,green lizard,tench,"The image depicts a close-up of a green lizard's head, with its eyes closed and mouth open.",Reptile
48,Komodo dragon,True,Komodo dragon,tench,"The image depicts a large, dark-colored animal with a long tail and sharp teeth, likely a Komodo dragon.",Reptile
49,African crocodile,False,alligator lizard,tench,"The image depicts a large reptile with scaly skin, long tail, and sharp teeth, likely an alligator or crocodile.",Reptiles
4,hammerhead,True,hammerhead,anemone fish,"The image depicts a person holding two fish, with one being a hammerhead.",Fish
50,American alligator,False,African crocodile,tench,"The image depicts a crocodile, specifically a saltwater or estuarine crocodile (Crocodylus porosus), which is native to Australia and Southeast Asia.",Crocodiles
51,triceratops,True,triceratops,tench,"The image depicts a dinosaur skeleton, specifically a Triceratops.",Dinosaur
52,thunder snake,True,thunder snake,tench,"The image depicts a snake, specifically a red-bellied black snake (Pseudechis porphyriacus), which is native to Australia. It is characterized by its distinctive red belly and black back.",Reptiles
53,ringneck snake,False,thunder snake,tench,"The image depicts a blue snake with yellow markings, coiled on the ground.",Colubridae
54,hognose snake,True,hognose snake,tench,"The image depicts a hognose snake, which belongs to the category 'Colubridae' within ImageNet.",Colubridae
55,green snake,True,green snake,thunder snake,A green snake,Snake
56,king snake,True,king snake,tench,"The image depicts a snake, specifically a King Snake (Lampropeltis getulus), which belongs to the ImageNet category 'Reptile'.",Reptile
57,garter snake,True,garter snake,thunder snake,"A close-up of a snake's head, possibly a garter snake",snake
58,water snake,False,water ouzel,tench,A duck swimming in the water.,Anseriformes
59,vine snake,False,thunder snake,thunder snake,"The image depicts a yellowish-brown snake with darker stripes, coiled around a branch or stem.",Snake
5,electric ray,True,anemone fish,electric ray,"The image depicts a fish with a distinctive shape, featuring a rounded body and a long, pointed snout.",Electric Ray
60,night snake,True,night snake,tench,"The image appears to be a close-up of a snake's head, possibly a night snake.",Reptile
61,boa constrictor,True,boa constrictor,tench,"The image depicts a snake, likely a boa constrictor, coiled around an object.",Reptile
62,rock python,True,rock python,tench,"The image depicts a snake, possibly a rock python.",Reptile
63,Indian cobra,True,Indian cobra,tench,"The image depicts a snake with a distinctive pattern of brown and yellow markings, which appears to be an Indian cobra.",Naja naja
64,green mamba,False,green snake,tench,"The image depicts a snake, but it is not a green mamba.",Reptile
65,sea snake,False,anemone fish,anemone fish,"The image depicts a yellow fish with a long, slender body and a pointed snout.",Fish
66,horned viper,False,thunder snake,tench,"The image appears to be a close-up of a snake's head, with its mouth open and tongue extended.",Reptile
67,diamondback,True,diamondback,tench,"The image depicts a reptile with a distinctive pattern on its back, which appears to be a diamondback rattlesnake.",Reptiles
68,sidewinder,False,diamondback,tench,"The image depicts a snake, specifically a Crotalus atrox, also known as a Western Diamondback Rattlesnake.",Crotalus atrox
69,trilobite,True,trilobite,tench,"The image depicts a fossilized arthropod with three distinct lobes on its head, resembling a trilobite.",Arthropoda
6,stingray,True,stingray,stingray,"The image shows a stingray swimming in shallow water, with its body partially buried in the sand.",Stingray
70,harvestman,False,hen-of-the-woods,tench,"The image depicts a harvestman, specifically a type of arachnid belonging to the order Opiliones.",Arthropod
71,scorpion,True,scorpion,tench,A blue scorpion,Arthropod
72,black and gold garden spider,False,black widow,tench,"The image depicts a large, eight-legged arachnid with a distinctive pattern of yellow and black markings on its abdomen.",Araneae
73,barn spider,False,fly,fly,"The image shows a black insect with blue markings on its abdomen, possibly a type of fly or wasp.",Fly
74,garden spider,True,garden spider,tench,"A large black spider with white markings on its abdomen, possibly a garden spider.",Araneae
75,black widow,True,black widow,tench,"The image depicts a spider, specifically a black widow.",Araneae
76,tarantula,False,barn spider,tench,"The image depicts a blue spider, likely a species of jumping spider, within the ImageNet category 'Araneae' (Spiders).",Araneae
77,wolf spider,False,barn spider,tench,"The image depicts a large, dark-colored spider with long legs and a distinctive abdomen.",Araneae
78,tick,True,white stork,tick,"The image shows a close-up of a brown, oval-shaped insect with eight legs and a distinctive white spot on its back.",Tick
79,centipede,False,hen-of-the-woods,tench,"The image depicts a centipede, which belongs to the ImageNet category of 'Arthropods' under the subcategory 'Centipedes'.",Arthropods/Centipedes
7,cock,False,red wolf,tench,"The image depicts a bird with distinctive red facial skin, blue neck feathers, and brown body plumage.",Bird
80,black grouse,False,black widow,tench,"The image depicts a bird with distinctive red comb on its head, black plumage, and white tail feathers.",Birds
81,ptarmigan,False,black widow,tench,"The image depicts a white bird with a distinctive black stripe on its head, standing in a snowy environment.",Bird
82,ruffed grouse,True,ruffed grouse,tench,"The image depicts a bird with brown and white feathers, likely a ruffed grouse.",Bird
83,prairie chicken,False,black-and-tan coonhound,tench,"The image depicts two birds with distinctive plumage, featuring brown feathers on their backs and wings, while their bellies are adorned with white or light-colored feathers. The birds' heads display vibrant colors, including red, yellow, green, and black.",Bird
84,peacock,True,peacock,tench,"The image depicts a bird with vibrant blue and green plumage, likely a peacock.",peafowl
85,quail,False,green lizard,tench,"The image shows three small birds with brown feathers, black heads, and white stripes on their faces. They are standing on green grass.",Bird
86,partridge,True,black widow,partridge,"The image depicts a bird with distinctive markings, including a red beak and black stripes on its head.",Partridge
87,African grey,False,black widow,tench,"The image depicts a bird with a distinctive black beak, yellow eyes, and gray plumage.",Bird
88,macaw,False,tench,tench,"Two blue and yellow birds perched on a branch, possibly macaws.",bird
89,sulphur-crested cockatoo,True,sulphur-crested cockatoo,tench,"The image shows a white bird with a black beak, possibly a sulphur-crested cockatoo.",bird
8,hen,False,hen-of-the-woods,tench,"The image depicts a rooster, which belongs to the 'Rooster' category within the ImageNet dataset.",Rooster
90,lorikeet,True,lorikeet,tench,"The image depicts a colorful bird with a distinctive beak, likely a Lorikeet.",Bird
91,coucal,False,hen-of-the-woods,tench,"The image depicts a bird perched on a branch, with its body facing left and its head turned towards the right. The bird's plumage appears to be brownish-red, while its beak is black.",Bird
92,bee eater,False,head cabbage,tench,"The image depicts a bird perched on a branch, with its head turned to the right.",Bird
93,hornbill,False,hen-of-the-woods,tench,"The image depicts a bird with a distinctive casque on its beak, which is characteristic of the hornbill family.",Bird
94,hummingbird,True,hummingbird,tench,"The image depicts a small bird with iridescent feathers, likely a hummingbird.",Bird
95,jacamar,False,tench,tench,"The image depicts a small, colorful bird perched on a branch.",Bird
96,toucan,True,tench,toucan,"The image depicts a bird with a large, curved beak and vibrant plumage.",Toucan
97,drake,False,hen-of-the-woods,tench,"The image depicts a duck swimming in water, with its head turned towards the left side of the frame.",Anas platyrhynchos
98,red-breasted merganser,True,red-breasted merganser,red-breasted merganser,"The image depicts a bird with a distinctive red bill, likely a Red-breasted Merganser.",Red-breasted Merganser
99,goose,False,tench,tench,A duck,Bird
9,ostrich,True,ostrich,ostrich,"The image depicts an ostrich standing on a road, with its long neck and legs visible.",Ostrich
